,nodename,filesize_per_thread xfersize blocksize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,CN7,8G 1M 1M,1,1,769.0,1025.0,1368.0,8673.0,1302.0,1503.0,1456.36,1527.33,120.8,3159.67,3150.73,3071.64,13.59,357.42,357.78,356.86
1,CN7,8G 1M 1M,1,4,763.0,1012.0,1538.0,2518.0,1317.0,1522.0,1460.33,1531.33,3137.51,3080.84,3113.23,116.61,357.11,358.35,356.81,13.12
2,CN7,8G 1M 1M,1,16,777.0,1006.0,1461.0,2990.0,1261.0,1520.0,1466.76,1539.0,3058.96,3231.26,115.57,3002.48,356.47,359.59,13.02,356.45
3,CN7,8G 1M 1M,2,1,791.0,965.0,1456.0,2048.0,1282.0,1464.0,1402.15,2914.33,2762.64,2802.65,5338.42,5342.25,318.64,316.9,623.69,622.75
4,CN7,8G 1M 1M,2,4,777.0,946.0,1472.0,2136.0,1290.0,1480.0,1420.05,2961.0,5411.07,5467.6,2707.53,2695.25,620.84,621.54,316.45,318.02
5,CN7,8G 1M 1M,2,16,777.0,933.0,1384.0,2043.0,1293.0,1467.0,1413.42,2949.0,2820.97,2838.31,6015.68,6270.35,318.4,319.81,699.53,703.98
6,CN7,8G 1M 1M,4,1,873.0,1746.0,3400.0,6144.0,1212.0,1511.0,1397.89,5797.33,8881.89,8737.32,8776.79,8779.32,972.03,969.16,971.8,970.3
7,CN7,8G 1M 1M,4,4,845.0,1628.0,3714.0,6193.0,1175.0,1512.0,1406.19,5852.67,8545.94,8477.96,8404.26,8410.09,936.34,930.09,930.79,929.28
8,CN7,8G 1M 1M,4,16,873.0,1857.0,4244.0,7242.0,1162.0,1490.0,1375.48,5699.67,8489.59,8543.12,8403.44,8582.23,932.42,934.87,930.57,938.23
9,CN7,8G 1M 1M,8,1,4839.0,7220.0,10464.0,13348.0,524.0,1324.0,621.03,5175.33,9447.1,9361.43,9384.38,9360.87,1027.84,1025.24,1024.3,1024.88
10,CN7,8G 1M 1M,8,4,4686.0,6980.0,9765.0,12212.0,534.0,1328.0,631.92,5256.0,9536.94,9564.17,9484.52,9500.78,1043.18,1043.17,1044.01,1046.11
11,CN7,8G 1M 1M,8,16,4817.0,7089.0,10071.0,12343.0,532.0,1380.0,625.43,5215.0,9589.87,9631.9,9569.1,9483.74,1042.69,1047.26,1046.47,1045.96
12,CN7,8G 1M 1M,16,1,8345.0,10945.0,13872.0,16690.0,242.0,870.0,288.97,4833.0,9808.8,9768.77,9760.59,9733.88,1065.31,1065.59,1066.29,1066.21
13,CN7,8G 1M 1M,16,4,8301.0,10857.0,13741.0,16559.0,250.0,874.0,289.3,4817.67,9803.69,9726.05,9749.51,9783.1,1066.43,1065.25,1066.27,1066.03
14,CN7,8G 1M 1M,16,16,8072.0,10595.0,13304.0,15139.0,249.0,885.0,295.56,4936.0,9891.94,9819.29,9828.3,9818.79,1076.31,1075.68,1074.7,1075.94
15,CN7,16G 1M 1M,1,1,722.0,963.0,1483.0,2406.0,1310.0,1532.0,1480.28,1552.67,3459.58,3460.85,3395.36,67.77,400.54,400.89,399.83,7.62
16,CN7,16G 1M 1M,1,4,722.0,952.0,1505.0,2379.0,1326.0,1515.0,1476.38,1548.67,3474.51,3371.69,67.19,3444.75,399.08,398.59,7.57,399.66
17,CN7,16G 1M 1M,1,16,728.0,974.0,1707.0,2744.0,1343.0,1538.0,1480.76,1553.33,3489.68,70.66,3378.51,3371.52,400.95,7.97,400.52,399.49
18,CN7,16G 1M 1M,2,1,785.0,914.0,1385.0,2092.0,1308.0,1472.0,1407.53,2923.33,3359.58,6715.78,6538.38,3198.48,375.12,766.77,766.3,373.19
19,CN7,16G 1M 1M,2,4,788.0,930.0,1428.0,2010.0,1308.0,1471.0,1407.1,2918.0,6802.94,3289.19,3170.32,6479.03,766.79,374.01,373.34,764.2
20,CN7,16G 1M 1M,2,16,777.0,916.0,1510.0,2070.0,1318.0,1471.0,1418.09,2953.67,3493.97,6427.19,6343.66,3341.2,399.82,739.15,739.31,398.89
21,CN7,16G 1M 1M,4,1,1324.0,2889.0,5909.0,8542.0,1000.0,1514.0,1239.16,5158.33,9673.8,9717.34,9509.58,9563.94,1041.45,1041.78,1042.88,1040.77
22,CN7,16G 1M 1M,4,4,1281.0,2736.0,5385.0,8127.0,1025.0,1516.0,1260.42,5231.33,9892.15,9908.35,9677.62,9759.05,1063.07,1065.21,1064.72,1061.73
23,CN7,16G 1M 1M,4,16,1264.0,2823.0,5800.0,8815.0,1044.0,1492.0,1244.09,5186.0,9665.35,9705.95,9445.93,9606.71,1039.98,1041.91,1038.99,1039.84
24,CN7,16G 1M 1M,8,1,4970.0,7198.0,10071.0,12430.0,530.0,1367.0,596.03,4984.67,10122.66,10130.83,10037.53,10115.16,1099.18,1097.66,1099.73,1098.55
25,CN7,16G 1M 1M,8,4,5013.0,7417.0,10377.0,12561.0,520.0,1351.0,588.66,4913.33,9874.66,9893.69,9828.85,9948.44,1074.11,1076.69,1073.5,1075.35
26,CN7,16G 1M 1M,8,16,4948.0,7264.0,10158.0,12649.0,516.0,1372.0,595.74,4976.33,10089.0,10084.23,10089.3,10047.31,1096.87,1098.13,1098.85,1096.65
27,CN7,16G 1M 1M,16,1,8367.0,10945.0,13785.0,16843.0,243.0,912.0,284.12,4746.67,10153.67,10047.19,10067.78,10094.32,1099.32,1097.81,1097.4,1098.22
28,CN7,16G 1M 1M,16,4,8072.0,11382.0,18525.0,30278.0,220.0,884.0,279.7,4487.67,9256.4,9838.86,6815.94,11068.69,1031.8,1105.62,735.82,1247.71
29,CN7,16G 1M 1M,16,16,6914.0,13129.0,35936.0,245301.0,82.0,288.0,97.82,3983.67,10650.9,3489.61,3501.53,13811.61,1262.78,377.98,376.53,1652.91
30,CN7,32G 1M 1M,1,1,687.0,900.0,1939.0,3910.0,1246.0,1519.0,1488.53,1561.0,3721.55,3669.68,41.15,3697.33,443.45,442.49,4.36,443.68
31,CN7,32G 1M 1M,1,4,714.0,903.0,2256.0,3774.0,1332.0,1558.0,1487.27,1560.0,44.96,3680.72,3682.84,3695.22,4.64,443.69,442.7,443.64
32,CN7,32G 1M 1M,1,16,706.0,892.0,2114.0,3299.0,1362.0,1536.0,1486.67,1559.67,3784.37,3702.82,3630.76,42.26,444.35,443.55,442.63,4.5
33,CN7,32G 1M 1M,2,1,815.0,905.0,1401.0,2174.0,1246.0,1474.0,1367.83,2848.0,7170.69,3477.36,3586.97,7234.57,807.52,411.22,412.35,807.52
34,CN7,32G 1M 1M,2,4,810.0,916.0,1581.0,2551.0,1255.0,1484.0,1380.12,2875.33,3656.3,6917.72,7169.6,3594.87,413.55,818.39,821.4,412.23
35,CN7,32G 1M 1M,2,16,813.0,914.0,1455.0,2362.0,1264.0,1465.0,1378.58,2866.67,7201.39,3568.41,3497.94,7281.39,821.31,411.83,410.41,821.49
36,CN7,32G 1M 1M,4,1,1346.0,2911.0,5888.0,9208.0,963.0,1510.0,1192.6,4932.33,10140.61,10105.8,10158.26,10135.24,1098.81,1098.07,1098.39,1099.72
37,CN7,32G 1M 1M,4,4,1303.0,2736.0,5472.0,8378.0,994.0,1497.0,1218.27,5086.67,10360.74,10361.83,10339.29,10283.04,1122.94,1123.42,1123.65,1123.29
38,CN7,32G 1M 1M,4,16,1324.0,2824.0,5800.0,8422.0,990.0,1505.0,1213.54,5060.33,10228.98,10267.28,10237.4,10184.26,1108.3,1111.02,1111.56,1111.16
39,CN7,32G 1M 1M,8,1,4249.0,8367.0,21780.0,182518.0,248.0,764.0,357.38,4076.67,8477.25,6496.13,8571.82,8481.44,995.0,748.21,995.98,998.91
40,CN7,32G 1M 1M,8,4,4921.0,8541.0,164867.0,216160.0,253.0,912.0,379.65,3465.33,8199.82,5776.67,5772.89,8036.92,955.08,661.23,661.21,939.18
41,CN7,32G 1M 1M,8,16,4926.0,7264.0,10158.0,12474.0,517.0,1348.0,587.61,4914.33,10413.57,10403.27,10372.88,10384.13,1130.35,1127.47,1131.05,1130.23
42,CN7,32G 1M 1M,16,1,8127.0,13785.0,124715.0,399748.0,80.0,285.0,93.37,3983.33,5102.73,6757.98,8876.99,11595.22,571.15,770.26,1036.12,1369.39
43,CN7,32G 1M 1M,16,4,8673.0,14768.0,240757.0,393981.0,81.0,294.0,95.11,3795.0,8060.81,5457.65,8549.1,9120.66,927.08,604.74,991.9,1062.15
44,CN7,32G 1M 1M,16,16,8290.0,10814.0,13435.0,16122.0,237.0,876.0,282.51,4725.0,10307.93,10427.47,10311.72,10316.74,1119.52,1119.6,1120.77,1121.97
45,CN7,8G 1M 2M,1,1,1521.0,1958.0,2485.0,9896.0,644.0,782.0,745.53,1566.67,134.66,3054.83,3144.21,3039.15,15.15,357.53,358.04,358.65
46,CN7,8G 1M 2M,1,4,1477.0,1991.0,2714.0,3976.0,678.0,781.0,746.8,1568.33,3096.57,3002.74,3051.79,132.94,358.79,357.42,357.61,14.98
47,CN7,8G 1M 2M,1,16,1510.0,1985.0,2737.0,3304.0,690.0,777.0,748.0,1570.0,3117.19,2999.57,128.22,3068.48,358.45,355.52,14.43,359.58
48,CN7,8G 1M 2M,2,1,1548.0,1854.0,2474.0,3326.0,651.0,744.0,711.48,2952.67,2715.02,2670.3,5409.89,5310.21,318.4,315.92,623.36,622.37
49,CN7,8G 1M 2M,2,4,1532.0,1849.0,2463.0,3304.0,650.0,752.0,719.06,2988.67,5756.59,5610.28,2810.59,2787.97,661.7,659.83,319.23,320.26
50,CN7,8G 1M 2M,2,16,1526.0,1805.0,2332.0,3561.0,660.0,752.0,718.34,2982.67,2829.66,2658.74,5407.86,5444.77,316.5,317.57,620.71,625.0
51,CN7,8G 1M 2M,4,1,2122.0,3747.0,6739.0,9853.0,570.0,750.0,679.85,5634.33,8475.98,8561.76,8492.09,8512.81,928.12,924.9,929.65,935.14
52,CN7,8G 1M 2M,4,4,1718.0,2625.0,4626.0,6592.0,606.0,757.0,708.22,5885.0,8492.81,8402.02,8458.85,8464.68,924.8,929.57,929.01,932.35
53,CN7,8G 1M 2M,4,16,2179.0,3730.0,6368.0,8760.0,570.0,757.0,675.62,5612.67,8653.77,8605.08,8456.22,8573.57,930.8,929.22,927.5,933.23
54,CN7,8G 1M 2M,8,1,7067.0,9547.0,12474.0,14746.0,262.0,662.0,313.94,5232.33,9447.32,9435.67,9292.62,9407.99,1021.22,1021.63,1022.5,1025.68
55,CN7,8G 1M 2M,8,4,7308.0,9721.0,12212.0,14353.0,257.0,656.0,307.93,5122.33,9619.91,9767.18,9445.11,9609.45,1042.66,1047.2,1042.5,1046.54
56,CN7,8G 1M 2M,8,16,7198.0,9546.0,12081.0,14134.0,264.0,659.0,310.71,5176.33,9599.83,9661.15,9479.05,9576.69,1041.18,1041.24,1041.2,1044.49
57,CN7,8G 1M 2M,16,1,11818.0,14047.0,16777.0,19180.0,118.0,487.0,144.41,4822.0,9847.12,10028.61,9768.31,9805.8,1063.88,1065.0,1063.92,1066.12
58,CN7,8G 1M 2M,16,4,11993.0,14221.0,16821.0,19268.0,118.0,457.0,141.99,4732.0,9765.7,9809.15,9645.47,9635.61,1043.2,1044.08,1044.43,1044.52
59,CN7,8G 1M 2M,16,16,12125.0,14353.0,17083.0,19355.0,118.0,442.0,141.82,4735.67,9764.96,9767.82,9615.06,9585.43,1042.79,1040.45,1039.3,1042.58
60,CN7,16G 1M 2M,1,1,1385.0,1865.0,3075.0,4260.0,680.0,775.0,752.83,1580.0,3350.8,3352.18,3388.06,77.04,400.43,400.47,400.22,8.68
61,CN7,16G 1M 2M,1,4,1363.0,1860.0,2824.0,4304.0,684.0,774.0,756.76,1588.0,3396.95,3406.64,74.36,3334.76,400.93,401.57,8.37,400.76
62,CN7,16G 1M 2M,1,16,1368.0,1833.0,3293.0,5188.0,667.0,777.0,757.11,1588.33,3400.39,77.32,3305.88,3322.14,400.27,8.7,399.61,399.85
63,CN7,16G 1M 2M,2,1,1532.0,1795.0,2616.0,3823.0,644.0,746.0,715.32,2966.33,3198.71,6764.24,6710.65,3293.56,374.96,793.53,792.15,375.86
64,CN7,16G 1M 2M,2,4,1505.0,1783.0,2824.0,4757.0,662.0,755.0,721.94,3001.0,6716.41,3523.05,3385.44,6647.86,789.63,401.22,399.97,792.02
65,CN7,16G 1M 2M,2,16,1505.0,1794.0,2660.0,3998.0,658.0,755.0,722.09,3000.33,3408.61,6891.76,6661.88,3338.1,400.59,794.73,790.05,399.76
66,CN7,16G 1M 2M,4,1,2594.0,4276.0,7351.0,10377.0,505.0,759.0,627.49,5222.33,9623.08,9701.33,9690.8,9532.06,1040.51,1043.79,1042.07,1041.83
67,CN7,16G 1M 2M,4,4,2430.0,4107.0,7220.0,10071.0,496.0,755.0,634.42,5262.33,9613.98,9694.1,9666.02,9519.13,1039.95,1044.28,1042.41,1039.86
68,CN7,16G 1M 2M,4,16,2138.0,3577.0,6565.0,10038.0,537.0,755.0,661.17,5508.33,9790.58,9895.92,9701.45,9704.71,1065.16,1065.62,1063.94,1064.08
69,CN7,16G 1M 2M,8,1,7155.0,9546.0,11994.0,14571.0,258.0,674.0,302.59,5057.67,10393.23,10337.4,10234.82,10198.53,1111.69,1110.46,1109.76,1111.1
70,CN7,16G 1M 2M,8,4,7286.0,9677.0,12518.0,15314.0,259.0,674.0,299.91,5015.0,10448.09,10313.32,10252.09,10155.74,1109.68,1109.35,1109.55,1110.66
71,CN7,16G 1M 2M,8,16,7307.0,9765.0,12343.0,14877.0,258.0,659.0,297.73,4969.67,10306.38,10264.16,10191.83,10074.52,1096.38,1097.53,1097.76,1099.29
72,CN7,16G 1M 2M,16,1,11994.0,14309.0,17345.0,19705.0,117.0,468.0,141.18,4717.33,10341.02,10399.38,10266.13,10096.25,1092.24,1092.42,1091.8,1093.58
73,CN7,16G 1M 2M,16,4,12125.0,14418.0,17302.0,19661.0,115.0,467.0,139.77,4668.5,10095.17,10116.98,10213.16,10034.92,1074.07,1075.13,1076.45,1076.31
74,CN7,16G 1M 2M,16,16,11928.0,14091.0,16876.0,19792.0,113.0,452.0,141.61,4729.5,10216.14,10144.69,10273.06,10106.99,1095.1,1094.38,1093.27,1094.45
75,CN7,32G 1M 2M,1,1,1406.0,1701.0,4058.0,6652.0,649.0,789.0,757.54,1589.0,3718.78,50.21,3795.84,3816.14,443.51,5.21,461.49,462.62
76,CN7,32G 1M 2M,1,4,1379.0,1696.0,3785.0,6040.0,684.0,785.0,757.88,1590.0,48.1,3866.55,3647.13,3644.44,5.17,462.3,443.16,444.0
77,CN7,32G 1M 2M,1,16,1385.0,1778.0,3413.0,5363.0,668.0,774.0,756.06,1586.0,3849.8,3684.01,3711.66,47.96,462.58,443.98,444.36,5.14
78,CN7,32G 1M 2M,2,1,1570.0,1767.0,2726.0,3965.0,640.0,750.0,704.87,2941.33,7285.12,3686.81,3668.84,7281.28,850.9,428.05,428.04,851.07
79,CN7,32G 1M 2M,2,4,1543.0,1756.0,2911.0,4031.0,658.0,758.0,714.35,2983.33,3646.23,7230.66,7269.72,3595.64,427.69,850.91,850.51,427.72
80,CN7,32G 1M 2M,2,16,1554.0,1767.0,2813.0,4195.0,650.0,760.0,712.34,2975.0,7294.17,3574.24,3686.15,7199.23,850.75,427.3,428.36,850.4
81,CN7,32G 1M 2M,4,1,2704.0,4620.0,7701.0,11294.0,490.0,763.0,604.16,4997.67,10225.56,10084.69,10117.66,10112.98,1099.78,1096.41,1099.32,1100.26
82,CN7,32G 1M 2M,4,4,2813.0,4729.0,7700.0,12474.0,475.0,750.0,596.22,4952.0,10100.27,10025.86,10051.58,10016.45,1086.64,1086.07,1087.33,1087.69
83,CN7,32G 1M 2M,4,16,2791.0,4751.0,7744.0,11251.0,486.0,758.0,601.21,5015.67,10239.91,10137.44,10252.43,10133.1,1098.95,1098.69,1101.24,1099.73
84,CN7,32G 1M 2M,8,1,7482.0,9984.0,12605.0,15139.0,252.0,668.0,290.36,4851.0,10380.02,10331.5,10468.86,10285.74,1115.52,1116.91,1116.59,1115.93
85,CN7,32G 1M 2M,8,4,7504.0,9896.0,12474.0,15270.0,249.0,667.0,289.39,4833.67,10499.2,10291.85,10421.9,10414.08,1109.42,1109.55,1109.54,1109.98
86,CN7,32G 1M 2M,8,16,7460.0,9896.0,12518.0,15183.0,254.0,662.0,290.38,4855.33,10587.7,10455.85,10498.07,10431.23,1115.98,1114.9,1116.44,1115.58
87,CN7,32G 1M 2M,16,1,15510.0,57869.0,323093.0,442718.0,38.0,162.0,46.2,3472.0,5805.9,8036.41,8031.68,6958.84,640.88,919.36,927.42,781.97
88,CN7,32G 1M 2M,16,4,15565.0,98927.0,304415.0,364577.0,59.0,231.0,69.61,3373.0,6103.65,5123.43,5106.88,12219.71,663.13,552.39,551.72,1418.59
89,CN7,32G 1M 2M,16,16,14659.0,38579.0,385177.0,569027.0,0.0,0.0,0.0,3686.0,7546.79,9184.22,3959.08,7586.26,925.54,1123.09,477.5,933.44
90,CN7,8G 1M 4M,1,1,3064.0,3862.0,4446.0,10956.0,330.0,395.0,376.4,1580.67,3072.77,3026.7,3146.97,154.57,359.57,359.6,361.2,16.57
91,CN7,8G 1M 4M,1,4,2998.0,3818.0,4402.0,5014.0,346.0,395.0,379.9,1596.0,3030.76,3037.69,140.56,3033.94,359.64,359.2,15.8,360.85
92,CN7,8G 1M 4M,1,16,3031.0,3861.0,4642.0,5363.0,340.0,395.0,376.48,1579.67,3109.88,147.36,3069.8,2979.39,360.46,16.59,358.6,358.62
93,CN7,8G 1M 4M,2,1,2922.0,3457.0,4359.0,5058.0,329.0,383.0,365.67,3021.67,3045.18,5382.22,5239.67,3105.75,358.75,625.68,624.94,359.09
94,CN7,8G 1M 4M,2,4,2955.0,3501.0,4337.0,5166.0,329.0,380.0,365.07,3029.67,5573.79,2757.12,2734.16,5816.04,664.51,319.41,319.33,664.91
95,CN7,8G 1M 4M,2,16,2922.0,3490.0,4402.0,5058.0,334.0,382.0,366.65,3037.67,2707.9,5687.26,5651.99,2801.34,320.84,662.19,662.61,321.21
96,CN7,8G 1M 4M,4,1,3228.0,4331.0,6390.0,8771.0,304.0,374.0,338.27,5546.33,8461.29,8560.35,8608.68,8491.92,933.24,933.47,932.75,930.34
97,CN7,8G 1M 4M,4,4,3785.0,5516.0,8465.0,12867.0,285.0,371.0,335.63,5534.0,8575.95,8525.94,8554.71,8589.23,933.73,932.76,932.93,932.9
98,CN7,8G 1M 4M,4,16,3479.0,5101.0,7777.0,10639.0,288.0,374.0,334.01,5530.33,8591.67,8626.92,8398.95,8515.01,934.37,938.06,930.6,931.97
99,CN7,8G 1M 4M,8,1,10421.0,12649.0,15139.0,16799.0,128.0,304.0,155.35,5177.0,9579.73,9584.39,9586.67,9681.84,1044.44,1046.65,1043.46,1048.13
100,CN7,8G 1M 4M,8,4,10726.0,13085.0,15619.0,18394.0,121.0,311.0,153.43,5104.67,9465.25,9422.38,9332.6,9460.93,1026.61,1026.23,1023.13,1027.15
101,CN7,8G 1M 4M,8,16,10595.0,13042.0,15664.0,18219.0,129.0,298.0,153.84,5137.0,9640.07,9619.64,9583.6,9607.03,1046.57,1047.4,1046.77,1047.41
102,CN7,8G 1M 4M,16,1,20054.0,22676.0,25646.0,28705.0,0.0,0.0,0.0,4810.33,9855.82,9815.59,9799.88,9805.92,1066.89,1066.77,1065.9,1067.57
103,CN7,8G 1M 4M,16,4,20054.0,22851.0,25996.0,31458.0,0.0,0.0,0.0,4800.67,9727.41,9747.4,9658.08,9737.66,1055.26,1056.2,1054.92,1055.42
104,CN7,8G 1M 4M,16,16,19967.0,22588.0,25909.0,28443.0,0.0,0.0,0.0,4838.33,9901.71,9810.37,9794.3,9741.84,1066.36,1066.99,1065.23,1065.91
105,CN7,16G 1M 4M,1,1,2638.0,3468.0,4533.0,6936.0,357.0,398.0,388.67,1630.67,3605.52,3585.59,90.88,3544.4,432.36,431.72,9.85,431.6
106,CN7,16G 1M 4M,1,4,2714.0,3643.0,4664.0,5320.0,338.0,398.0,386.0,1619.67,3645.72,89.6,3337.01,3547.84,432.41,10.08,400.24,431.49
107,CN7,16G 1M 4M,1,16,2758.0,3610.0,4511.0,5757.0,336.0,396.0,382.98,1606.67,89.33,3414.75,3610.18,3581.12,10.02,402.67,431.87,432.06
108,CN7,16G 1M 4M,2,1,2900.0,3359.0,4402.0,6259.0,328.0,382.0,367.65,3044.33,6514.3,6675.27,3445.57,3386.99,791.05,793.71,402.33,401.81
109,CN7,16G 1M 4M,2,4,2933.0,3348.0,4446.0,5909.0,329.0,382.0,365.71,3027.67,3323.22,3381.79,6840.31,6558.44,400.97,401.19,794.62,792.52
110,CN7,16G 1M 4M,2,16,2900.0,3337.0,4468.0,5625.0,331.0,384.0,369.01,3061.33,6531.62,6640.58,3481.25,3389.31,792.56,793.02,401.86,402.22
111,CN7,16G 1M 4M,4,1,4173.0,5822.0,8815.0,15248.0,236.0,377.0,315.32,5183.67,9509.92,9569.19,9496.47,9591.9,1041.74,1041.75,1044.25,1047.5
112,CN7,16G 1M 4M,4,4,4642.0,6718.0,9546.0,13217.0,246.0,374.0,308.88,5148.67,9582.21,9635.76,9474.41,9622.51,1041.39,1043.86,1041.72,1047.45
113,CN7,16G 1M 4M,4,16,4397.0,6412.0,9328.0,12561.0,234.0,380.0,310.06,5129.33,9574.29,9625.95,9466.05,9615.22,1043.26,1042.91,1042.57,1043.23
114,CN7,16G 1M 4M,8,1,10857.0,13173.0,16122.0,19006.0,124.0,288.0,147.61,4923.0,9997.73,9899.32,9883.23,9886.09,1075.31,1076.07,1076.01,1076.76
115,CN7,16G 1M 4M,8,4,11163.0,13435.0,16057.0,17957.0,123.0,294.0,145.31,4842.67,9836.23,9798.94,9858.76,9804.63,1063.46,1064.01,1066.34,1064.84
116,CN7,16G 1M 4M,8,16,10683.0,12911.0,15488.0,17935.0,124.0,302.0,149.87,5001.67,10215.05,10095.6,10096.89,10074.81,1098.24,1099.1,1099.41,1099.2
117,CN7,16G 1M 4M,16,1,20317.0,23025.0,26258.0,29492.0,0.0,0.0,0.0,4705.33,10153.5,10028.28,10098.21,10063.82,1081.71,1082.07,1082.41,1081.79
118,CN7,16G 1M 4M,16,4,22151.0,27263.0,35739.0,44827.0,0.0,0.0,0.0,4562.33,10237.1,6864.07,10288.84,10752.97,1137.89,734.93,1138.85,1208.76
119,CN7,16G 1M 4M,16,16,20055.0,22414.0,25560.0,28181.0,0.0,0.0,0.0,4743.0,10201.27,10182.39,10153.52,10221.66,1094.45,1093.64,1093.54,1095.7
120,CN7,32G 1M 4M,1,1,2725.0,3501.0,5144.0,8465.0,345.0,396.0,381.97,1602.33,3796.56,53.64,3835.03,3852.56,462.56,5.73,463.03,463.34
121,CN7,32G 1M 4M,1,4,2704.0,3359.0,5604.0,10901.0,350.0,395.0,383.33,1608.33,54.06,3774.24,3846.26,3885.38,5.76,462.13,463.06,462.85
122,CN7,32G 1M 4M,1,16,2714.0,3523.0,5844.0,11381.0,350.0,400.0,384.25,1611.33,3890.78,3777.5,3766.16,53.29,463.25,462.15,461.25,5.74
123,CN7,32G 1M 4M,2,1,3031.0,3337.0,5150.0,9470.0,325.0,384.0,361.96,3014.0,7250.75,3496.18,3619.38,7228.97,867.1,427.05,427.79,867.92
124,CN7,32G 1M 4M,2,4,3053.0,3337.0,4730.0,8946.0,319.0,386.0,360.4,3000.0,3556.78,7021.45,7240.39,3533.44,427.63,848.88,850.79,427.46
125,CN7,32G 1M 4M,2,16,3042.0,3326.0,4511.0,7537.0,325.0,386.0,362.02,3008.33,7074.37,3531.96,3621.97,7227.55,849.08,427.23,427.68,851.3
126,CN7,32G 1M 4M,4,1,4686.0,6805.0,9983.0,14899.0,230.0,376.0,299.76,4968.67,10104.41,10115.45,10102.48,10159.07,1098.82,1098.22,1097.46,1100.22
127,CN7,32G 1M 4M,4,4,4380.0,6346.0,9415.0,15685.0,227.0,385.0,302.65,4989.0,9965.37,9955.63,9995.75,9957.82,1086.11,1086.29,1085.88,1087.72
128,CN7,32G 1M 4M,4,16,4315.0,5996.0,9284.0,13129.0,224.0,374.0,308.05,5110.33,10328.13,10363.02,10351.6,10239.11,1123.44,1123.7,1121.63,1124.44
129,CN7,32G 1M 4M,8,1,11032.0,13435.0,15882.0,18394.0,117.0,294.0,143.75,4800.67,10298.04,10286.9,10367.43,10212.2,1111.16,1109.47,1110.35,1111.87
130,CN7,32G 1M 4M,8,4,11119.0,13435.0,16144.0,19006.0,122.0,290.0,144.08,4818.0,10280.49,10390.81,10411.52,10207.46,1109.73,1109.12,1110.05,1110.64
131,CN7,32G 1M 4M,8,16,11163.0,13435.0,16144.0,19093.0,123.0,298.0,143.43,4784.33,10286.61,10375.89,10372.91,10209.18,1097.25,1097.88,1097.42,1098.62
132,CN7,32G 1M 4M,16,1,20710.0,23331.0,26608.0,30278.0,0.0,0.0,0.0,4608.0,10483.76,10400.58,10343.53,10301.65,1092.96,1092.2,1093.07,1092.48
133,CN7,32G 1M 4M,16,4,393.0,600.0,667.0,382.0,0.0,0.0,0.0,2094.0,1857.29,11.45,14250.1,11.66,224.84,0.99,1746.09,0.97
134,CN7,32G 1M 4M,16,16,10496.0,11908.0,13709.0,14807.0,0.0,0.0,0.0,3364.0,5069.97,12222.47,5983.12,5080.63,547.78,1420.27,659.04,548.19
135,CN7,8G 1M 8M,1,1,6171.0,7875.0,8891.0,15117.0,160.0,189.0,180.27,1515.0,162.17,5998.91,2724.67,153.04,17.4,702.94,321.17,17.23
136,CN7,8G 1M 8M,1,4,6259.0,7985.0,8804.0,8979.0,160.0,189.0,180.33,1515.67,2886.7,2782.76,141.46,3068.77,321.98,321.83,15.89,359.6
137,CN7,8G 1M 8M,1,16,5975.0,7941.0,8848.0,9110.0,155.0,190.0,182.27,1530.33,3193.27,153.29,2752.81,3019.94,359.82,17.24,319.29,359.73
138,CN7,8G 1M 8M,2,1,5888.0,6980.0,9022.0,9241.0,157.0,184.0,176.94,2928.0,2831.68,5566.23,5356.24,2676.77,320.14,627.09,624.92,320.35
139,CN7,8G 1M 8M,2,4,5910.0,7023.0,8848.0,9415.0,154.0,185.0,176.85,2919.67,5471.84,2816.36,2774.22,5371.04,627.13,320.35,318.37,626.45
140,CN7,8G 1M 8M,2,16,5997.0,7067.0,8891.0,9241.0,156.0,184.0,176.0,2887.67,2793.53,5473.1,5275.91,2744.28,322.58,627.65,623.52,321.18
141,CN7,8G 1M 8M,4,1,6150.0,7264.0,9678.0,11119.0,144.0,178.0,162.63,5308.33,8541.6,8578.76,8581.01,8413.34,935.48,934.98,928.83,930.37
142,CN7,8G 1M 8M,4,4,6106.0,7351.0,9590.0,10683.0,144.0,180.0,162.68,5351.67,8588.34,8603.5,8519.66,8408.58,934.51,932.72,929.85,930.87
143,CN7,8G 1M 8M,4,16,6106.0,7111.0,9241.0,9809.0,147.0,173.0,161.8,5339.67,8494.03,8550.63,8581.87,8390.4,930.73,933.05,933.4,932.09
144,CN7,8G 1M 8M,8,1,18918.0,21715.0,24773.0,27569.0,0.0,0.0,0.0,5156.33,9620.59,9611.83,9556.69,9530.5,1044.43,1044.87,1046.11,1043.55
145,CN7,8G 1M 8M,8,4,19180.0,21802.0,25210.0,29491.0,0.0,0.0,0.0,5119.33,9594.66,9669.61,9538.51,9642.72,1043.69,1046.2,1042.43,1047.07
146,CN7,8G 1M 8M,8,16,18831.0,21627.0,24860.0,28181.0,0.0,0.0,0.0,5164.0,9363.66,9490.66,9466.11,9379.54,1022.83,1025.56,1025.68,1023.12
