,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput
59,CN8,32G,16,24,21312.0,33371.0,43778.0,51433.0,204.0,1202.0,270.9,4536.0
60,CN8,64G,1,1,784.0,909.0,1799.0,5807.0,1218.0,1522.0,1418.38,1487.4
61,CN8,64G,1,2,787.0,928.0,1154.0,1345.0,1135.0,1549.0,1434.75,1504.2
62,CN8,64G,1,4,925.0,1022.0,1244.0,1449.0,939.0,1557.0,1406.9,1475.6
63,CN8,64G,1,8,933.0,1208.0,1607.0,1968.0,704.0,1562.0,1401.89,1470.2
64,CN8,64G,1,12,874.0,1085.0,1286.0,1822.0,883.0,1553.0,1411.64,1480.6
65,CN8,64G,1,24,863.0,1063.0,1171.0,1761.0,944.0,1546.0,1418.9,1488.2
66,CN8,64G,2,1,1802.0,4022.0,6709.0,99520.0,628.0,1482.0,1101.45,2094.4
67,CN8,64G,2,2,935.0,1028.0,1261.0,5749.0,1019.0,1474.0,1312.1,2719.2
68,CN8,64G,2,4,1000.0,1162.0,1658.0,2931.0,888.0,1494.0,1323.98,2763.8
69,CN8,64G,2,8,1143.0,1493.0,1719.0,1876.0,708.0,1458.0,1262.74,2620.8
70,CN8,64G,2,12,1260.0,1706.0,1976.0,2166.0,632.0,1462.0,1252.98,2600.2
71,CN8,64G,2,24,1247.0,1715.0,2053.0,2259.0,662.0,1478.0,1261.11,2611.2
72,CN8,64G,4,1,3203.0,5694.0,17768.0,153600.0,408.0,1518.0,838.87,3203.0
73,CN8,64G,4,2,3797.0,7979.0,20497.0,134677.0,261.0,1507.0,769.07,2934.0
74,CN8,64G,4,4,3490.0,6829.0,21247.0,155766.0,301.0,1430.0,820.08,3370.8
75,CN8,64G,4,8,1786.0,7196.0,14471.0,28639.0,660.0,1431.0,974.93,4061.0
76,CN8,64G,4,12,1283.0,1781.0,6190.0,11443.0,786.0,1412.0,1142.89,4733.6
77,CN8,64G,4,24,1296.0,1752.0,5148.0,10650.0,811.0,1416.0,1150.5,4750.8
78,CN8,64G,8,1,5538.0,10683.0,15401.0,29754.0,448.0,1510.0,605.42,4734.0
79,CN8,64G,8,2,7177.0,13173.0,22414.0,202376.0,204.0,1487.0,532.22,3403.0
80,CN8,64G,8,4,9765.0,14877.0,25035.0,50594.0,210.0,1404.0,438.24,3326.0
81,CN8,64G,8,8,10420.0,16319.0,31228.0,59834.0,350.0,1269.0,514.37,4291.75
82,CN8,64G,8,12,9372.0,17184.0,23200.0,28128.0,439.0,1416.0,557.79,4655.8
83,CN8,64G,8,24,9372.0,17288.0,23462.0,27971.0,441.0,1433.0,556.74,4639.8
84,CN8,128G,1,1,876.0,1005.0,1778.0,4788.0,1046.0,1538.0,1377.97,1444.8
85,CN8,128G,1,2,815.0,871.0,1181.0,2836.0,1183.0,1540.0,1397.31,1465.0
86,CN8,128G,1,4,948.0,1027.0,1352.0,1726.0,875.0,1542.0,1378.1,1445.4
87,CN8,128G,1,8,956.0,1218.0,1721.0,1974.0,696.0,1533.0,1368.15,1434.8
88,CN8,128G,1,12,920.0,1057.0,1362.0,1794.0,859.0,1530.0,1374.57,1441.2
89,CN8,128G,1,24,941.0,1234.0,1886.0,2135.0,585.0,1528.0,1365.18,1431.6
90,CN8,128G,2,1,1498.0,2615.0,39549.0,214647.0,514.0,1436.0,1009.12,2106.33
91,CN8,128G,2,2,959.0,1092.0,2151.0,7705.0,748.0,1468.0,1276.8,2646.8
92,CN8,128G,2,4,1142.0,1411.0,2900.0,5194.0,699.0,1458.0,1223.61,2536.2
93,CN8,128G,2,8,1290.0,1696.0,1971.0,2128.0,566.0,1479.0,1217.18,2533.6
94,CN8,128G,2,12,1319.0,1778.0,2128.0,2343.0,621.0,1495.0,1218.59,2531.8
95,CN8,128G,2,24,1290.0,1689.0,1997.0,2197.0,623.0,1500.0,1219.22,2526.8
96,CN8,128G,4,1,1680.0,3458.0,5997.0,9634.0,702.0,1506.0,1144.07,4176.0
97,CN8,128G,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,CN8,128G,4,4,2020.0,5636.0,26739.0,265814.0,337.0,1449.0,873.58,3479.0
99,CN8,128G,4,8,1394.0,4922.0,11784.0,31405.0,609.0,1426.0,1048.78,4356.2
100,CN8,128G,4,12,1335.0,1751.0,4961.0,10807.0,821.0,1418.0,1118.89,4660.0
101,CN8,128G,4,24,1339.0,1817.0,7746.0,12832.0,780.0,1425.0,1110.94,4612.6
