,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput
36,CN9,32G,2,1,822.0,907.0,1683.0,2854.0,1234.0,1500.0,1368.09,2853.2
37,CN9,32G,2,2,840.0,904.0,1010.0,1385.0,1056.0,1514.0,1386.18,2885.4
38,CN9,32G,2,4,935.0,1048.0,1132.0,1722.0,969.0,1501.0,1360.34,2829.6
39,CN9,32G,2,8,1003.0,1450.0,1732.0,1947.0,707.0,1496.0,1328.37,2745.6
40,CN9,32G,2,12,1032.0,1653.0,1961.0,2294.0,652.0,1512.0,1324.66,2743.4
41,CN9,32G,2,24,1094.0,1725.0,2028.0,2243.0,677.0,1512.0,1319.76,2752.4
42,CN9,32G,4,1,1653.0,3549.0,6246.0,11731.0,762.0,1559.0,1167.25,4248.8
43,CN9,32G,4,2,1532.0,4260.0,8769.0,26844.0,780.0,1498.0,1142.14,4704.8
44,CN9,32G,4,4,1381.0,4476.0,8605.0,12072.0,730.0,1486.0,1132.31,4504.4
45,CN9,32G,4,8,1296.0,3210.0,8913.0,12832.0,775.0,1444.0,1150.37,4785.8
46,CN9,32G,4,12,1247.0,2033.0,5759.0,10558.0,857.0,1432.0,1169.07,4817.6
47,CN9,32G,4,24,1260.0,1765.0,7245.0,13435.0,854.0,1425.0,1174.61,4854.0
48,CN9,32G,8,1,5328.0,10368.0,15139.0,21942.0,448.0,1506.0,634.39,4959.6
49,CN9,32G,8,2,6030.0,12911.0,27066.0,117048.0,188.0,1488.0,588.56,3980.5
50,CN9,32G,8,4,8651.0,13632.0,43385.0,142213.0,211.0,1378.0,467.11,3555.75
51,CN9,32G,8,8,10499.0,17708.0,30566.0,49231.0,320.0,1218.0,511.55,4153.2
52,CN9,32G,8,12,9319.0,18009.0,25297.0,31353.0,422.0,1428.0,559.54,4662.6
53,CN9,32G,8,24,9607.0,18377.0,25454.0,31064.0,416.0,1428.0,551.93,4595.6
54,CN9,32G,16,1,13829.0,20055.0,24773.0,28705.0,172.0,1414.0,339.09,4802.0
55,CN9,32G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CN9,32G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,CN9,32G,16,8,22938.0,33214.0,56623.0,116182.0,146.0,1121.0,257.26,4168.0
58,CN9,32G,16,12,21784.0,34655.0,46714.0,55522.0,198.0,1211.0,271.34,4544.2
59,CN9,32G,16,24,21837.0,34839.0,47029.0,56571.0,192.0,1222.0,268.21,4493.8
60,CN9,64G,1,1,1613.0,2276.0,4902.0,22872.0,962.0,1540.0,1257.11,1318.6
61,CN9,64G,1,2,796.0,965.0,1250.0,2266.0,1037.0,1536.0,1431.24,1500.6
62,CN9,64G,1,4,925.0,1150.0,1388.0,1633.0,904.0,1559.0,1421.85,1491.4
63,CN9,64G,1,8,932.0,1234.0,1371.0,1812.0,833.0,1548.0,1417.93,1487.0
64,CN9,64G,1,12,864.0,1074.0,1175.0,1765.0,923.0,1565.0,1425.01,1494.4
65,CN9,64G,1,24,820.0,1123.0,1224.0,1738.0,893.0,1571.0,1424.59,1493.4
66,CN9,64G,2,1,1935.0,2800.0,6865.0,86409.0,819.0,1451.0,1124.55,2261.75
67,CN9,64G,2,2,853.0,909.0,1035.0,2543.0,1053.0,1509.0,1358.06,2820.4
68,CN9,64G,2,4,995.0,1157.0,1753.0,3026.0,886.0,1490.0,1320.58,2744.8
69,CN9,64G,2,8,1083.0,1519.0,1830.0,2004.0,628.0,1524.0,1300.2,2699.4
70,CN9,64G,2,12,1244.0,1706.0,2022.0,2220.0,653.0,1510.0,1265.57,2625.2
71,CN9,64G,2,24,1299.0,1820.0,2166.0,2363.0,638.0,1492.0,1247.47,2595.8
72,CN9,64G,4,1,2222.0,4133.0,16802.0,58245.0,449.0,1500.0,953.03,3590.75
73,CN9,64G,4,2,3396.0,7725.0,23462.0,165741.0,250.0,1508.0,820.76,2906.25
74,CN9,64G,4,4,3583.0,7124.0,19700.0,159803.0,369.0,1360.0,816.76,3362.2
75,CN9,64G,4,8,1796.0,7707.0,18036.0,39505.0,689.0,1453.0,956.73,3977.2
76,CN9,64G,4,12,1289.0,1791.0,7661.0,13173.0,793.0,1437.0,1141.63,4716.2
77,CN9,64G,4,24,1299.0,1983.0,5482.0,10997.0,860.0,1411.0,1138.43,4717.2
78,CN9,64G,8,1,5538.0,10814.0,15795.0,25560.0,440.0,1512.0,615.01,4843.0
79,CN9,64G,8,2,8291.0,14091.0,26608.0,235930.0,110.0,1458.0,468.98,3181.0
80,CN9,64G,8,4,11207.0,18482.0,44827.0,191890.0,122.0,1402.0,427.65,3364.0
81,CN9,64G,8,8,10315.0,17551.0,36438.0,69049.0,319.0,1273.0,506.16,4179.0
82,CN9,64G,8,12,9503.0,17799.0,24877.0,30854.0,425.0,1434.0,554.84,4629.2
83,CN9,64G,8,24,9634.0,18010.0,25192.0,31274.0,411.0,1420.0,547.19,4573.4
84,CN9,128G,1,1,914.0,1035.0,1871.0,6085.0,997.0,1542.0,1364.3,1430.8
85,CN9,128G,1,2,822.0,983.0,1302.0,2998.0,979.0,1532.0,1406.46,1474.4
86,CN9,128G,1,4,956.0,1145.0,1404.0,1574.0,834.0,1548.0,1381.26,1448.4
87,CN9,128G,1,8,980.0,1329.0,1656.0,1914.0,650.0,1538.0,1372.54,1439.2
88,CN9,128G,1,12,930.0,1293.0,1797.0,2076.0,584.0,1550.0,1381.95,1449.0
89,CN9,128G,1,24,931.0,1304.0,1751.0,2015.0,628.0,1547.0,1380.53,1447.8
90,CN9,128G,2,1,848.0,964.0,2386.0,12604.0,1069.0,1527.0,1331.32,2773.75
91,CN9,128G,2,2,966.0,1077.0,2078.0,6848.0,860.0,1492.0,1286.03,2678.0
92,CN9,128G,2,4,1217.0,1480.0,3595.0,5970.0,704.0,1481.0,1230.76,2551.4
93,CN9,128G,2,8,1371.0,1745.0,1982.0,2130.0,582.0,1487.0,1226.94,2561.2
94,CN9,128G,2,12,1335.0,1752.0,2045.0,2258.0,605.0,1505.0,1223.71,2544.8
95,CN9,128G,2,24,1313.0,1787.0,2153.0,2376.0,612.0,1480.0,1213.19,2509.4
96,CN9,128G,4,1,1884.0,3899.0,29836.0,176390.0,424.0,1507.0,994.73,3737.5
97,CN9,128G,4,2,2057.0,5604.0,23987.0,320865.0,118.0,1512.0,903.92,3214.0
98,CN9,128G,4,4,2463.0,5931.0,73138.0,260921.0,244.0,1381.0,837.7,3321.33
99,CN9,128G,4,8,1420.0,5250.0,12806.0,30854.0,738.0,1431.0,1040.01,4330.4
100,CN9,128G,4,12,1362.0,1837.0,7937.0,13933.0,813.0,1432.0,1110.15,4602.2
101,CN9,128G,4,24,1335.0,1919.0,9424.0,14877.0,827.0,1426.0,1097.27,4551.6
