,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write
14,CN7,4G,4,4,1932.0,9712.0,17275.0,23409.0,378.0,1462.0,981.43,3773.6,8139.82,8307.48,8162.0,8101.74,963.1,960.02,958.46,959.36,7650.05,7932.29,7574.71,7274.25,904.78,949.22,902.24,855.82
15,CN7,4G,4,8,876.0,1040.0,1624.0,2179.0,1244.0,1441.0,1377.31,5622.4,8321.61,8321.37,8422.44,8408.43,986.6,977.0,991.44,984.96,8129.73,7962.75,7838.82,8008.27,966.39,950.4,938.83,959.99
16,CN7,4G,4,12,925.0,3809.0,17826.0,24589.0,650.0,1436.0,1260.87,4916.6,8898.74,9045.0,8869.54,8770.85,1048.11,1043.24,1044.04,1037.87,8105.9,8113.48,8128.62,8025.75,962.49,962.66,961.29,958.83
17,CN7,4G,4,24,884.0,1155.0,1709.0,2371.0,1275.0,1440.0,1365.56,5654.0,8582.63,8510.61,8312.89,8484.13,1004.92,988.32,970.61,992.6,8170.81,8068.14,8097.04,8180.04,972.68,956.34,956.81,970.07
18,CN7,4G,8,1,9844.0,19058.0,27132.0,45403.0,280.0,1525.0,486.52,3988.6,9555.58,9333.32,9492.67,9643.96,1120.61,1121.07,1118.15,1127.23,9105.58,9026.35,9069.52,9138.62,1081.77,1081.07,1083.28,1084.26
19,CN7,4G,8,2,10237.0,17380.0,24406.0,37539.0,125.0,1463.0,467.73,3112.6,9132.96,9062.01,8917.88,9093.52,1086.34,1083.5,1055.07,1083.65,8737.74,8869.07,8882.34,8731.65,1046.77,1049.62,1070.66,1046.8
20,CN7,4G,8,4,13094.0,20788.0,30330.0,49388.0,138.0,1361.0,433.4,3299.8,9353.81,9396.11,9394.68,9338.94,1106.92,1105.52,1117.9,1100.79,9084.96,9226.39,9123.92,9118.5,1100.65,1102.79,1088.39,1085.77
21,CN7,4G,8,8,11783.0,21837.0,32794.0,43044.0,277.0,1442.0,477.3,3938.8,9401.64,9372.89,9375.64,9459.64,1121.69,1119.99,1130.59,1136.63,9025.6,9077.58,8801.72,9011.0,1090.01,1094.03,1056.34,1076.3
22,CN7,4G,8,12,10918.0,21155.0,33188.0,52639.0,261.0,1445.0,479.07,3934.8,9327.7,9160.27,9198.42,9282.18,1105.35,1096.25,1104.81,1111.02,9007.88,9286.03,9004.43,9066.27,1086.05,1109.27,1085.33,1090.93
23,CN7,4G,8,24,12386.0,23619.0,36648.0,46924.0,269.0,1440.0,471.16,3892.6,9509.35,9567.87,9404.09,9501.82,1137.41,1137.7,1122.38,1133.57,9264.06,9319.12,9302.93,9407.63,1113.51,1118.35,1114.73,1125.11
24,CN7,4G,16,1,20159.0,26503.0,39794.0,62967.0,133.0,1189.0,199.84,3303.8,9896.54,10072.59,10098.14,9913.26,1195.31,1179.8,1195.19,1195.32,9830.09,9784.03,9806.67,9718.7,1171.88,1177.84,1174.21,1176.6
25,CN7,4G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CN7,4G,16,4,22623.0,30225.0,45770.0,67791.0,127.0,1159.0,194.75,3235.8,10060.38,9936.22,9928.57,9915.72,1196.67,1205.98,1192.6,1193.3,9904.46,9793.38,9819.27,9892.09,1193.56,1178.41,1174.17,1188.07
27,CN7,4G,16,8,26503.0,39689.0,55942.0,69311.0,137.0,1092.0,193.48,3229.6,10063.41,9965.23,9972.23,10143.18,1209.03,1203.8,1207.7,1217.61,9915.23,10024.88,9915.0,10040.47,1196.82,1204.55,1203.04,1207.41
28,CN7,4G,16,12,23986.0,34892.0,51223.0,65484.0,123.0,1113.0,192.41,3199.8,10080.06,10012.68,9932.97,10098.53,1212.1,1208.41,1202.36,1208.27,9810.98,9966.42,9783.45,9900.71,1184.45,1197.82,1182.86,1192.04
29,CN7,4G,16,24,27971.0,42520.0,63963.0,87137.0,124.0,1077.0,189.88,3161.2,10117.8,9991.57,9965.75,9897.08,1210.01,1200.74,1196.19,1190.37,9792.96,9900.66,9809.66,9885.75,1178.54,1183.49,1181.36,1183.03
30,CN7,8G,1,1,794.0,1017.0,1680.0,2343.0,1309.0,1518.0,1449.62,1520.6,2958.88,3055.45,4366.22,4443.2,349.26,347.68,511.57,511.5,2888.82,2859.4,4327.76,4310.21,331.98,331.4,496.59,496.98
31,CN7,8G,1,2,799.0,991.0,1142.0,1896.0,1333.0,1514.0,1438.71,1509.8,3834.89,3906.93,4621.83,3188.19,431.25,428.11,508.84,345.28,3716.73,4462.74,3792.42,3082.02,414.06,494.68,412.89,330.89
32,CN7,8G,1,4,838.0,1020.0,1178.0,1929.0,1242.0,1487.0,1416.07,1485.4,4026.43,4032.61,4035.21,4043.93,438.96,436.29,435.82,435.22,3894.12,3923.34,3845.21,3947.56,421.72,420.82,421.47,421.66
33,CN7,8G,1,8,827.0,1012.0,1352.0,1974.0,1306.0,1506.0,1412.64,1483.2,4060.4,4012.86,4021.28,4047.83,439.42,435.94,435.63,436.12,3922.09,3917.91,3875.1,3900.75,422.63,422.14,422.13,421.16
34,CN7,8G,1,12,802.0,989.0,1637.0,1938.0,1313.0,1477.0,1408.16,1478.4,3975.22,3918.21,3950.84,3973.53,429.82,426.65,426.72,426.78,3682.68,3957.1,3962.61,3686.51,399.27,427.48,426.58,400.12
35,CN7,8G,1,24,792.0,990.0,1660.0,1902.0,1295.0,1486.0,1420.07,1490.6,3956.17,3985.6,3923.4,3959.22,429.59,427.44,427.39,426.76,3869.17,3850.98,3820.13,3801.25,413.14,412.68,412.23,412.83
36,CN7,8G,2,1,817.0,950.0,1381.0,2435.0,1300.0,1477.0,1410.28,2936.6,7514.62,7526.66,7460.94,7501.95,862.1,859.99,859.45,859.59,7271.62,7320.76,7233.79,7215.97,824.03,827.21,827.24,825.29
37,CN7,8G,2,2,812.0,928.0,1208.0,3208.0,1318.0,1472.0,1416.93,2956.8,6708.37,7908.89,7195.51,7255.61,779.87,939.7,849.65,851.62,6570.83,7804.14,7068.03,7222.85,759.37,923.75,833.68,850.42
38,CN7,8G,2,4,822.0,944.0,1126.0,1814.0,1298.0,1463.0,1409.57,2936.2,7776.84,7686.03,7581.6,7701.63,900.19,897.2,897.7,897.11,7368.42,7352.94,7366.27,7263.25,859.87,863.01,863.8,861.39
39,CN7,8G,2,8,958.0,1207.0,1594.0,1873.0,1277.0,1404.0,1346.36,2820.4,7306.83,7226.79,7283.15,7362.22,863.01,840.54,860.91,858.35,6892.84,7057.22,6874.49,6856.49,809.12,831.77,809.77,810.79
40,CN7,8G,2,12,971.0,1250.0,1715.0,2053.0,1273.0,1406.0,1337.46,2794.2,7143.32,7108.34,7134.61,7275.85,845.23,841.29,839.93,839.98,6860.48,6910.34,6986.18,6901.3,810.23,811.42,813.24,810.47
41,CN7,8G,2,24,933.0,1240.0,1735.0,2050.0,1244.0,1396.0,1348.18,2822.0,7499.69,7602.89,7471.26,7532.41,880.73,892.98,878.77,877.77,7062.31,7162.65,7006.29,7024.59,829.23,817.34,828.41,828.59
42,CN7,8G,4,1,3654.0,6311.0,11207.0,24773.0,615.0,1487.0,820.6,3401.4,9984.16,9901.02,9839.11,9732.28,1181.19,1162.11,1163.22,1149.85,9629.33,9582.25,9458.01,9666.58,1130.06,1120.43,1130.13,1128.09
43,CN7,8G,4,2,3903.0,10263.0,16541.0,32611.0,412.0,1498.0,849.77,3065.4,9717.26,9355.97,9281.29,8996.47,1149.57,1093.87,1088.83,1044.72,9217.79,8828.32,8491.01,8913.46,1092.34,1043.81,985.89,1044.56
44,CN7,8G,4,4,2061.0,10001.0,18088.0,29518.0,589.0,1489.0,955.0,3941.4,9125.57,9094.74,8905.32,9336.13,1083.97,1082.06,1055.5,1108.37,8744.51,9042.83,8778.42,8882.18,1056.96,1059.89,1057.21,1058.91
45,CN7,8G,4,8,1355.0,11338.0,21470.0,34524.0,590.0,1443.0,938.76,3884.2,9594.32,9519.09,9590.89,9658.24,1150.24,1133.78,1145.68,1145.56,9258.31,9556.82,9241.27,9376.1,1113.0,1122.42,1112.96,1121.17
46,CN7,8G,4,12,3729.0,13828.0,22885.0,34184.0,478.0,1441.0,801.0,3290.0,9431.71,9597.53,9284.17,9571.18,1119.35,1136.47,1120.08,1126.57,9029.37,9354.92,8968.26,9180.82,1086.5,1107.2,1074.63,1080.34
47,CN7,8G,4,24,1253.0,11548.0,23095.0,40423.0,550.0,1444.0,937.74,3850.6,9542.84,9593.02,9215.02,9475.84,1136.5,1145.66,1114.18,1133.71,9160.29,9508.48,9345.93,9246.41,1106.28,1128.36,1125.27,1104.7
48,CN7,8G,8,1,11994.0,19792.0,28364.0,57357.0,273.0,1517.0,405.82,3339.0,10174.27,9886.55,9911.38,9934.97,1191.49,1189.3,1187.64,1184.19,9767.7,9740.03,9852.03,10015.36,1160.39,1160.12,1161.1,1163.36
49,CN7,8G,8,2,10866.0,17747.0,27866.0,43883.0,128.0,1468.0,416.88,2952.8,10044.41,10010.69,10025.71,10245.54,1192.37,1191.46,1191.85,1221.3,9671.01,9831.77,9778.85,9954.86,1167.35,1170.53,1143.56,1171.47
50,CN7,8G,8,4,12989.0,20264.0,31405.0,51642.0,136.0,1372.0,406.57,3037.2,9974.52,10011.81,9928.76,10008.16,1185.4,1197.17,1183.53,1171.06,9792.69,9675.36,9941.19,10085.01,1176.81,1161.54,1179.25,1193.9
51,CN7,8G,8,8,14510.0,23200.0,36622.0,59402.0,269.0,1434.0,395.42,3292.2,10112.37,9937.5,9840.58,10016.86,1217.71,1193.87,1185.38,1201.53,9790.13,9928.69,9751.72,9691.23,1184.93,1187.86,1178.18,1170.33
52,CN7,8G,8,12,12989.0,21889.0,35966.0,52272.0,246.0,1455.0,389.92,3254.2,9871.69,9833.37,9784.77,9752.04,1173.16,1184.0,1185.68,1172.84,9784.45,9918.05,9669.65,9638.92,1172.3,1191.22,1173.94,1164.67
53,CN7,8G,8,24,15244.0,25087.0,39899.0,60398.0,252.0,1431.0,378.5,3151.8,10100.65,9924.4,9845.46,9994.17,1204.52,1196.66,1190.36,1200.03,9765.64,9817.73,9718.8,9888.94,1182.41,1174.52,1175.45,1187.85
54,CN7,8G,16,1,20788.0,26660.0,41157.0,75235.0,129.0,1229.0,183.61,3056.8,10301.26,10277.94,10297.45,10311.45,1225.71,1230.55,1231.26,1232.44,10331.38,10309.9,10132.04,10203.59,1226.61,1224.58,1223.88,1225.94
55,CN7,8G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CN7,8G,16,4,23200.0,31117.0,49231.0,69783.0,122.0,1139.0,179.98,3002.6,10363.18,10367.96,10575.81,10478.97,1242.72,1256.06,1286.04,1258.26,10265.93,10417.79,10393.58,10280.76,1234.88,1244.56,1263.83,1241.72
57,CN7,8G,16,8,29072.0,43883.0,66689.0,87975.0,126.0,1085.0,178.37,2982.8,10393.92,10291.15,10222.83,10403.55,1259.05,1243.73,1234.44,1263.63,10273.09,10258.87,10106.71,10058.42,1248.55,1238.24,1226.73,1216.56
58,CN7,8G,16,12,24825.0,36229.0,57200.0,86298.0,113.0,1075.0,176.68,2952.8,10121.78,10239.6,10161.72,10023.32,1218.31,1243.18,1233.16,1213.76,10062.03,10131.29,10018.03,10091.36,1219.13,1229.02,1218.16,1225.75
59,CN7,8G,16,24,29963.0,45351.0,70097.0,94896.0,123.0,1045.0,174.22,2916.4,10243.32,10142.87,10051.36,10116.74,1225.2,1216.3,1218.2,1222.16,9965.87,10032.74,9939.91,9966.32,1206.46,1208.75,1204.48,1208.54
60,CN7,16G,1,1,746.0,963.0,2079.0,4260.0,1319.0,1488.0,1439.86,1510.4,3939.13,3837.13,5575.88,5719.47,453.83,450.75,669.94,671.22,3693.21,5260.0,5406.21,3647.72,440.78,632.49,633.45,440.2
61,CN7,16G,1,2,751.0,890.0,1083.0,1830.0,1294.0,1520.0,1451.31,1522.0,5518.93,5379.98,5439.46,5425.18,580.65,578.58,579.47,579.53,4958.58,5063.63,5033.65,5055.51,538.31,539.73,541.92,539.53
62,CN7,16G,1,4,748.0,881.0,1087.0,1863.0,1331.0,1529.0,1460.21,1531.4,5251.19,5190.02,5221.54,5237.79,557.31,554.67,556.38,555.69,4874.1,4897.08,4883.24,4919.4,524.25,524.59,525.55,524.02
63,CN7,16G,1,8,748.0,879.0,1068.0,1922.0,1309.0,1502.0,1455.03,1526.4,5199.69,5181.73,5164.47,5226.96,558.66,555.82,556.35,557.39,4763.03,5022.65,5059.88,5374.83,511.23,539.9,540.4,568.75
64,CN7,16G,1,12,745.0,887.0,1135.0,1892.0,1316.0,1525.0,1467.09,1538.4,5046.27,5337.88,5408.64,5038.46,541.94,573.33,574.59,539.04,4905.18,4920.36,4917.97,4916.11,527.13,526.3,527.1,526.9
65,CN7,16G,1,24,759.0,945.0,1568.0,1876.0,1297.0,1515.0,1448.88,1519.8,5257.92,5167.33,5260.5,5242.0,559.78,557.72,558.46,556.66,5002.87,4998.92,4994.03,5015.47,534.25,534.33,533.42,533.96
66,CN7,16G,2,1,818.0,1016.0,2035.0,4009.0,1266.0,1476.0,1393.47,2890.6,9324.85,9364.28,9318.5,9206.27,1071.55,1070.03,1067.06,1067.59,8953.37,8906.14,9195.05,9038.46,1057.61,1058.08,1061.43,1059.86
67,CN7,16G,2,2,812.0,920.0,1204.0,1830.0,1320.0,1469.0,1417.4,2959.2,9186.02,9103.12,9063.66,8937.78,1057.6,1055.57,1053.32,1053.25,8788.18,8776.06,8932.02,8936.66,1043.84,1044.06,1045.53,1046.0
68,CN7,16G,2,4,819.0,935.0,1109.0,1830.0,1291.0,1471.0,1414.63,2959.0,9138.92,9124.26,9080.37,9096.06,1083.11,1081.38,1080.4,1079.12,8635.81,8639.38,8842.51,8720.48,1042.26,1042.14,1045.05,1043.59
69,CN7,16G,2,8,946.0,1194.0,1584.0,1883.0,1271.0,1408.0,1353.81,2835.6,9056.16,8996.16,9039.21,8959.83,1070.12,1067.61,1068.42,1066.46,8749.17,8490.01,8710.53,8597.35,1056.65,1006.79,1032.18,1031.38
70,CN7,16G,2,12,977.0,1250.0,1653.0,1945.0,1268.0,1413.0,1335.82,2789.6,8681.57,8687.74,8547.67,8451.52,1019.36,1016.74,1015.73,999.36,8144.31,8182.82,8216.61,8253.67,970.89,969.77,971.03,986.68
71,CN7,16G,2,24,976.0,1302.0,1742.0,2099.0,1236.0,1426.0,1343.73,2809.2,8885.38,8922.25,8817.6,8766.77,1056.1,1054.42,1053.58,1052.3,8191.05,8250.42,8277.48,8163.69,980.64,981.7,982.35,981.32
72,CN7,16G,4,1,3903.0,6521.0,13225.0,37565.0,541.0,1499.0,754.35,3129.4,10562.33,10493.35,10504.99,10487.32,1237.77,1235.34,1232.06,1234.19,10338.53,10441.14,10232.44,10347.5,1212.77,1213.39,1211.85,1213.06
73,CN7,16G,4,2,4204.0,12229.0,20316.0,38850.0,553.0,1501.0,787.85,3275.6,10189.62,9766.2,9789.15,10086.51,1197.0,1185.11,1187.12,1192.68,9984.17,9786.03,9908.83,10060.8,1187.54,1185.06,1183.17,1189.0
74,CN7,16G,4,4,4345.0,11993.0,20316.0,35861.0,573.0,1478.0,792.47,3300.4,10330.31,10142.61,10003.78,10050.31,1252.19,1219.9,1192.38,1221.04,10035.02,10029.0,10017.33,10025.14,1210.56,1210.38,1210.69,1209.89
75,CN7,16G,4,8,4001.0,12963.0,22728.0,39610.0,572.0,1454.0,791.36,3287.0,10513.71,10325.08,10391.41,10388.16,1270.59,1251.37,1257.09,1259.28,10347.11,10402.67,10321.59,10327.95,1255.12,1257.94,1252.25,1249.08
76,CN7,16G,4,12,5158.0,12885.0,22938.0,37251.0,479.0,1444.0,743.81,3047.2,9812.1,9780.09,9741.46,9837.6,1184.02,1181.05,1171.82,1190.8,9591.56,9851.94,9707.49,9814.41,1159.95,1180.55,1170.72,1172.29
77,CN7,16G,4,24,3926.0,13671.0,25349.0,41367.0,532.0,1431.0,776.76,3227.4,10261.67,10218.88,10081.85,10197.08,1238.99,1235.53,1226.41,1238.0,10087.66,10187.54,10145.98,10042.62,1226.7,1228.27,1223.69,1217.95
78,CN7,16G,8,1,12649.0,20212.0,30724.0,64016.0,246.0,1525.0,370.38,3049.0,10301.71,10404.13,10232.83,10331.51,1235.26,1232.97,1231.02,1233.96,10231.28,10336.17,10168.04,10340.34,1221.5,1219.57,1220.55,1218.62
79,CN7,16G,8,2,14510.0,22047.0,31850.0,57829.0,266.0,1482.0,365.58,3052.4,10274.57,10308.39,10181.75,10301.76,1230.92,1230.15,1228.34,1229.94,10345.11,10336.08,10227.96,10268.43,1226.77,1224.79,1226.42,1226.65
80,CN7,16G,8,4,13855.0,21365.0,33004.0,54316.0,243.0,1459.0,364.85,3047.4,10710.56,10439.34,10409.56,10577.75,1289.71,1267.39,1254.73,1284.85,10407.82,10432.41,10511.31,10529.4,1248.8,1262.27,1264.39,1262.45
81,CN7,16G,8,8,15165.0,23672.0,37487.0,53792.0,265.0,1439.0,361.23,3015.4,10222.59,10115.17,10025.38,10093.17,1234.19,1224.83,1216.34,1211.77,10048.23,10228.51,10410.8,10154.51,1213.56,1236.49,1258.79,1222.52
82,CN7,16G,8,12,13907.0,22728.0,36464.0,54578.0,241.0,1451.0,356.73,2976.8,10383.12,10329.49,10169.97,10312.87,1255.71,1251.14,1234.18,1246.9,10395.74,10394.9,10395.29,10299.08,1256.92,1257.06,1248.29,1249.17
83,CN7,16G,8,24,15454.0,24563.0,42730.0,64592.0,246.0,1444.0,355.39,2963.0,10237.17,10183.13,10203.13,10184.44,1240.82,1235.82,1241.31,1237.48,10254.48,10263.52,10295.6,10181.93,1239.14,1243.03,1249.24,1236.31
84,CN7,16G,16,1,20841.0,26346.0,40633.0,66323.0,100.0,1217.0,178.62,2983.0,10561.46,10744.92,10767.78,10639.7,1290.9,1292.49,1292.9,1291.98,11076.23,10964.93,10594.43,10585.33,1294.56,1294.03,1289.92,1289.68
85,CN7,16G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,CN7,16G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,CN7,16G,16,8,28705.0,42520.0,62338.0,84620.0,124.0,982.0,172.11,2880.4,10675.6,10611.59,10636.74,10614.35,1291.49,1285.25,1293.1,1282.59,10632.17,10685.55,10637.79,10616.8,1286.42,1289.69,1290.46,1280.86
88,CN7,16G,16,12,25087.0,36333.0,57200.0,82943.0,113.0,1091.0,170.28,2846.2,10439.29,10507.83,10440.07,10442.5,1264.31,1265.36,1265.37,1259.52,10466.38,10504.11,10358.28,10443.36,1264.04,1266.62,1252.15,1263.17
89,CN7,16G,16,24,30382.0,45771.0,71408.0,94686.0,117.0,1030.0,169.16,2829.6,10433.29,10398.24,10322.74,10369.4,1262.28,1256.7,1253.22,1258.53,10388.74,10459.59,10394.33,10373.14,1253.81,1259.48,1255.37,1255.01
90,CN7,32G,1,1,722.0,897.0,2058.0,3601.0,1308.0,1518.0,1465.73,1537.0,6308.04,6360.12,6432.05,4225.4,749.95,757.42,758.73,504.46,6255.54,4217.16,4190.75,4131.29,734.47,499.11,498.9,489.76
91,CN7,32G,1,2,743.0,871.0,1122.0,1942.0,1293.0,1515.0,1459.06,1530.2,4786.77,5702.48,6933.68,5696.3,512.58,637.24,765.18,637.52,4703.2,6893.14,6784.11,4739.33,511.05,761.06,755.68,506.21
92,CN7,32G,1,4,743.0,835.0,1054.0,1761.0,1285.0,1526.0,1460.52,1531.6,6519.6,5906.38,5329.57,5935.18,699.47,633.68,570.62,636.3,5795.6,5279.61,5806.53,6470.34,625.69,561.93,623.48,688.84
93,CN7,32G,1,8,740.0,840.0,1071.0,1761.0,1325.0,1523.0,1462.81,1534.2,5915.83,5839.02,5909.56,5841.68,632.67,630.85,630.94,630.81,5801.61,5807.18,5762.88,5790.88,621.48,620.13,620.5,619.68
94,CN7,32G,1,12,745.0,843.0,1069.0,1801.0,1302.0,1518.0,1455.92,1526.8,6162.14,5732.96,5763.66,6150.56,659.66,615.61,615.59,659.34,5837.89,5954.5,5887.76,5841.28,626.69,626.01,626.88,626.43
95,CN7,32G,1,24,743.0,843.0,1122.0,1801.0,1265.0,1512.0,1457.68,1528.2,5892.61,5920.13,5934.17,5910.5,630.47,629.29,630.41,630.39,5811.42,5871.61,5825.67,5856.77,623.71,624.17,624.3,624.66
96,CN7,32G,2,1,833.0,988.0,2243.0,5407.0,1225.0,1480.0,1374.08,2875.0,10215.6,10180.94,10078.73,9976.92,1163.15,1162.77,1162.16,1161.28,10064.21,9992.05,9982.55,10018.2,1156.35,1156.27,1156.87,1158.12
97,CN7,32G,2,2,848.0,953.0,1463.0,5250.0,1151.0,1475.0,1386.06,2884.2,9988.32,9161.66,9905.13,10883.94,1183.52,1065.46,1181.41,1299.6,8945.91,9771.97,10630.03,9744.57,1044.27,1161.11,1277.36,1160.98
98,CN7,32G,2,4,1002.0,1306.0,1824.0,5498.0,836.0,1456.0,1336.56,2772.8,9842.11,9810.95,9222.9,9200.3,1164.78,1163.76,1060.68,1060.4,9619.07,9017.89,8957.62,9617.99,1135.98,1035.34,1035.06,1134.98
99,CN7,32G,2,8,1181.0,1833.0,2122.0,2323.0,657.0,1430.0,1279.54,2652.0,9452.68,9396.21,9261.63,9460.87,1100.75,1099.09,1073.25,1100.44,9356.09,9321.64,9388.1,9505.7,1087.84,1087.44,1088.53,1113.53
100,CN7,32G,2,12,1119.0,1732.0,2030.0,2259.0,676.0,1444.0,1296.98,2699.0,9582.41,9528.35,9586.52,9448.63,1109.54,1107.83,1126.22,1090.51,9437.92,9409.47,9420.76,9341.6,1111.64,1095.05,1094.9,1077.2
101,CN7,32G,2,24,1247.0,1856.0,2142.0,2455.0,706.0,1429.0,1267.36,2633.4,9633.39,9514.8,9525.0,9543.13,1126.14,1116.42,1108.66,1124.42,9386.36,9357.51,9294.8,9346.07,1089.5,1097.1,1096.07,1095.82
102,CN7,32G,4,1,4473.0,7843.0,20775.0,68507.0,427.0,1485.0,675.63,2617.67,12230.92,9610.0,7081.14,10927.22,1464.34,1150.22,828.68,1307.55,12136.59,10888.17,6877.86,7031.53,1453.26,1298.27,821.03,822.61
103,CN7,32G,4,2,6472.0,11240.0,31818.0,82772.0,256.0,1464.0,551.52,2203.75,8638.38,9473.35,3574.75,8726.38,1059.47,1157.88,438.83,1062.66,4267.59,7519.48,9608.45,3570.0,520.02,900.53,1168.37,437.04
104,CN7,32G,4,4,5944.0,10866.0,24484.0,52377.0,382.0,1445.0,663.3,2637.6,8879.66,8179.75,10875.36,10218.29,1022.19,967.34,1287.64,1191.41,10980.64,10044.63,9267.44,9778.22,1313.09,1196.9,1091.21,1109.85
105,CN7,32G,4,8,5119.0,13435.0,22676.0,38614.0,555.0,1450.0,729.75,3035.4,10799.24,10659.4,10657.28,10811.28,1298.39,1292.89,1289.14,1308.61,10677.98,10761.75,10653.96,10611.93,1273.56,1298.39,1283.2,1269.48
