,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write
12,CN10,4G,4,1,3123.0,6901.0,12282.0,21142.0,527.0,1497.0,917.66,3589.8,8474.61,8274.76,8239.12,8272.79,985.63,978.08,958.21,977.95,7957.17,8111.24,7802.76,8106.03,945.59,941.59,930.58,943.22
13,CN10,4G,4,2,3164.0,9221.0,14274.0,24222.0,415.0,1488.0,896.47,3197.4,8273.0,7883.95,7532.62,8306.61,982.21,888.28,886.87,980.5,7770.98,7205.96,7087.03,7699.74,925.57,836.7,825.14,924.06
14,CN10,4G,4,4,3498.0,11915.0,19517.0,25349.0,396.0,1440.0,851.53,3235.0,8139.82,8307.48,8162.0,8101.74,963.1,960.02,958.46,959.36,7650.05,7932.29,7574.71,7274.25,904.78,949.22,902.24,855.82
15,CN10,4G,4,8,994.0,2997.0,6303.0,13890.0,1087.0,1425.0,1281.99,5232.4,8321.61,8321.37,8422.44,8408.43,986.6,977.0,991.44,984.96,8129.73,7962.75,7838.82,8008.27,966.39,950.4,938.83,959.99
16,CN10,4G,4,12,1984.0,12236.0,20578.0,28390.0,450.0,1408.0,933.77,3758.6,8898.74,9045.0,8869.54,8770.85,1048.11,1043.24,1044.04,1037.87,8105.9,8113.48,8128.62,8025.75,962.49,962.66,961.29,958.83
17,CN10,4G,4,24,1291.0,6224.0,12114.0,19628.0,856.0,1415.0,1144.67,4628.8,8582.63,8510.61,8312.89,8484.13,1004.92,988.32,970.61,992.6,8170.81,8068.14,8097.04,8180.04,972.68,956.34,956.81,970.07
18,CN10,4G,8,1,9110.0,17760.0,25192.0,35154.0,226.0,1476.0,439.54,3262.2,9555.58,9333.32,9492.67,9643.96,1120.61,1121.07,1118.15,1127.23,9105.58,9026.35,9069.52,9138.62,1081.77,1081.07,1083.28,1084.26
19,CN10,4G,8,2,10918.0,18521.0,26346.0,42939.0,125.0,1444.0,427.81,3000.4,9132.96,9062.01,8917.88,9093.52,1086.34,1083.5,1055.07,1083.65,8737.74,8869.07,8882.34,8731.65,1046.77,1049.62,1070.66,1046.8
20,CN10,4G,8,4,12858.0,20421.0,29649.0,38431.0,150.0,1418.0,394.77,2977.0,9353.81,9396.11,9394.68,9338.94,1106.92,1105.52,1117.9,1100.79,9084.96,9226.39,9123.92,9118.5,1100.65,1102.79,1088.39,1085.77
21,CN10,4G,8,8,16057.0,23829.0,35258.0,45036.0,185.0,1308.0,392.48,3105.0,9401.64,9372.89,9375.64,9459.64,1121.69,1119.99,1130.59,1136.63,9025.6,9077.58,8801.72,9011.0,1090.01,1094.03,1056.34,1076.3
22,CN10,4G,8,12,15047.0,23515.0,33476.0,45456.0,194.0,1344.0,408.23,3198.0,9327.7,9160.27,9198.42,9282.18,1105.35,1096.25,1104.81,1111.02,9007.88,9286.03,9004.43,9066.27,1086.05,1109.27,1085.33,1090.93
23,CN10,4G,8,24,15296.0,24511.0,39007.0,52167.0,234.0,1410.0,430.95,3504.4,9509.35,9567.87,9404.09,9501.82,1137.41,1137.7,1122.38,1133.57,9264.06,9319.12,9302.93,9407.63,1113.51,1118.35,1114.73,1125.11
24,CN10,4G,16,1,21103.0,26870.0,40109.0,87557.0,136.0,1210.0,198.27,3278.0,9807.37,9743.99,10077.09,9688.2,1183.59,1181.87,1178.76,1180.78,9948.85,9705.54,9634.97,9735.46,1148.2,1174.71,1174.96,1176.55
25,CN10,4G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CN10,4G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,CN10,4G,16,8,26084.0,39584.0,57934.0,80217.0,134.0,1144.0,191.02,3190.0,10279.96,10183.08,10195.62,10508.33,1250.74,1237.13,1238.97,1262.51,9948.67,9984.1,9921.96,10283.03,1202.82,1197.52,1202.69,1223.31
28,CN10,4G,16,12,28268.0,41681.0,58808.0,74275.0,112.0,1090.0,191.23,3010.33,10095.88,10183.13,10042.66,10160.52,1218.91,1226.63,1215.94,1219.85,9931.68,9989.55,9898.54,9956.93,1197.52,1206.17,1198.54,1200.86
29,CN10,4G,16,24,30278.0,45876.0,64750.0,91751.0,122.0,970.0,187.23,3114.0,10206.55,9840.63,9969.34,9962.54,1213.54,1192.26,1201.22,1188.18,9976.84,10267.13,9949.17,9968.55,1194.56,1211.65,1198.12,1192.77
30,CN10,8G,1,1,796.0,1017.0,1496.0,6562.0,1305.0,1487.0,1416.69,1486.8,2958.88,3055.45,4366.22,4443.2,349.26,347.68,511.57,511.5,2888.82,2859.4,4327.76,4310.21,331.98,331.4,496.59,496.98
31,CN10,8G,1,2,820.0,1027.0,1204.0,32671.0,1223.0,1484.0,1414.89,1484.6,3834.89,3906.93,4621.83,3188.19,431.25,428.11,508.84,345.28,3716.73,4462.74,3792.42,3082.02,414.06,494.68,412.89,330.89
32,CN10,8G,1,4,799.0,1009.0,1175.0,26549.0,1219.0,1525.0,1427.17,1498.6,4026.43,4032.61,4035.21,4043.93,438.96,436.29,435.82,435.22,3894.12,3923.34,3845.21,3947.56,421.72,420.82,421.47,421.66
33,CN10,8G,1,8,777.0,986.0,1316.0,6423.0,1339.0,1539.0,1441.16,1512.8,4060.4,4012.86,4021.28,4047.83,439.42,435.94,435.63,436.12,3922.09,3917.91,3875.1,3900.75,422.63,422.14,422.13,421.16
34,CN10,8G,1,12,799.0,997.0,1673.0,3213.0,1314.0,1488.0,1423.51,1493.8,3975.22,3918.21,3950.84,3973.53,429.82,426.65,426.72,426.78,3682.68,3957.1,3962.61,3686.51,399.27,427.48,426.58,400.12
35,CN10,8G,1,24,787.0,1000.0,1653.0,2186.0,1273.0,1516.0,1435.96,1506.2,3956.17,3985.6,3923.4,3959.22,429.59,427.44,427.39,426.76,3869.17,3850.98,3820.13,3801.25,413.14,412.68,412.23,412.83
36,CN10,8G,2,1,836.0,974.0,1322.0,3034.0,1256.0,1451.0,1369.68,2844.0,7514.62,7526.66,7460.94,7501.95,862.1,859.99,859.45,859.59,7271.62,7320.76,7233.79,7215.97,824.03,827.21,827.24,825.29
37,CN10,8G,2,2,837.0,951.0,1247.0,4561.0,1224.0,1440.0,1369.9,2855.6,6708.37,7908.89,7195.51,7255.61,779.87,939.7,849.65,851.62,6570.83,7804.14,7068.03,7222.85,759.37,923.75,833.68,850.42
38,CN10,8G,2,4,902.0,1107.0,2189.0,18301.0,1199.0,1430.0,1344.99,2807.0,7776.84,7686.03,7581.6,7701.63,900.19,897.2,897.7,897.11,7368.42,7352.94,7366.27,7263.25,859.87,863.01,863.8,861.39
39,CN10,8G,2,8,959.0,1175.0,1574.0,2127.0,1245.0,1384.0,1326.25,2770.6,7306.83,7226.79,7283.15,7362.22,863.01,840.54,860.91,858.35,6892.84,7057.22,6874.49,6856.49,809.12,831.77,809.77,810.79
40,CN10,8G,2,12,974.0,1237.0,1676.0,2568.0,1236.0,1396.0,1319.94,2755.4,7143.32,7108.34,7134.61,7275.85,845.23,841.29,839.93,839.98,6860.48,6910.34,6986.18,6901.3,810.23,811.42,813.24,810.47
41,CN10,8G,2,24,980.0,1316.0,1878.0,4799.0,1217.0,1388.0,1318.01,2755.0,7499.69,7602.89,7471.26,7532.41,880.73,892.98,878.77,877.77,7062.31,7162.65,7006.29,7024.59,829.23,817.34,828.41,828.59
42,CN10,8G,4,1,3680.0,6612.0,11757.0,29098.0,592.0,1449.0,796.49,3267.2,9984.16,9901.02,9839.11,9732.28,1181.19,1162.11,1163.22,1149.85,9629.33,9582.25,9458.01,9666.58,1130.06,1120.43,1130.13,1128.09
43,CN10,8G,4,2,4306.0,9437.0,15729.0,39348.0,476.0,1416.0,788.29,3035.2,9717.26,9355.97,9281.29,8996.47,1149.57,1093.87,1088.83,1044.72,9217.79,8828.32,8491.01,8913.46,1092.34,1043.81,985.89,1044.56
44,CN10,8G,4,4,4049.0,10735.0,18429.0,33528.0,459.0,1364.0,815.06,3194.6,9125.57,9094.74,8905.32,9336.13,1083.97,1082.06,1055.5,1108.37,8744.51,9042.83,8778.42,8882.18,1056.96,1059.89,1057.21,1058.91
45,CN10,8G,4,8,1852.0,12439.0,21575.0,29911.0,529.0,1432.0,885.17,3589.4,9594.32,9519.09,9590.89,9658.24,1150.24,1133.78,1145.68,1145.56,9258.31,9556.82,9241.27,9376.1,1113.0,1122.42,1112.96,1121.17
46,CN10,8G,4,12,4235.0,14654.0,23043.0,33581.0,436.0,1428.0,769.53,3076.4,9431.71,9597.53,9284.17,9571.18,1119.35,1136.47,1120.08,1126.57,9029.37,9354.92,8968.26,9180.82,1086.5,1107.2,1074.63,1080.34
47,CN10,8G,4,24,2300.0,13776.0,23934.0,35730.0,480.0,1411.0,837.35,3390.6,9542.84,9593.02,9215.02,9475.84,1136.5,1145.66,1114.18,1133.71,9160.29,9508.48,9345.93,9246.41,1106.28,1128.36,1125.27,1104.7
48,CN10,8G,8,1,10263.0,17537.0,25087.0,48602.0,235.0,1489.0,396.74,3096.6,10174.27,9886.55,9911.38,9934.97,1191.49,1189.3,1187.64,1184.19,9767.7,9740.03,9852.03,10015.36,1160.39,1160.12,1161.1,1163.36
49,CN10,8G,8,2,10735.0,16987.0,25507.0,43359.0,130.0,1439.0,407.31,2862.8,10044.41,10010.69,10025.71,10245.54,1192.37,1191.46,1191.85,1221.3,9671.01,9831.77,9778.85,9954.86,1167.35,1170.53,1143.56,1171.47
50,CN10,8G,8,4,12911.0,20526.0,30383.0,49231.0,142.0,1415.0,387.88,2901.2,9974.52,10011.81,9928.76,10008.16,1185.4,1197.17,1183.53,1171.06,9792.69,9675.36,9941.19,10085.01,1176.81,1161.54,1179.25,1193.9
51,CN10,8G,8,8,17642.0,24825.0,36884.0,51957.0,189.0,1356.0,358.39,2834.4,10112.37,9937.5,9840.58,10016.86,1217.71,1193.87,1185.38,1201.53,9790.13,9928.69,9751.72,9691.23,1184.93,1187.86,1178.18,1170.33
52,CN10,8G,8,12,16161.0,24406.0,34577.0,49126.0,201.0,1309.0,362.57,2894.6,9871.69,9833.37,9784.77,9752.04,1173.16,1184.0,1185.68,1172.84,9784.45,9918.05,9669.65,9638.92,1172.3,1191.22,1173.94,1164.67
53,CN10,8G,8,24,16843.0,25979.0,41681.0,59192.0,219.0,1376.0,366.92,2967.2,10100.65,9924.4,9845.46,9994.17,1204.52,1196.66,1190.36,1200.03,9765.64,9817.73,9718.8,9888.94,1182.41,1174.52,1175.45,1187.85
54,CN10,8G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,CN10,8G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CN10,8G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,CN10,8G,16,8,29623.0,44827.0,62391.0,81265.0,129.0,1069.0,176.39,2949.0,10554.21,10535.99,10485.12,10542.07,1278.8,1278.38,1273.26,1275.45,10300.03,10456.59,10227.0,10214.35,1250.66,1254.16,1251.43,1235.8
58,CN10,8G,16,12,30933.0,46662.0,66978.0,88081.0,109.0,1069.0,177.44,2773.0,10127.5,10229.7,10088.85,10098.08,1225.15,1237.56,1223.81,1218.95,10024.46,10129.65,10001.88,10023.35,1214.8,1227.58,1214.7,1219.71
59,CN10,8G,16,24,33817.0,50070.0,70779.0,94897.0,104.0,1043.0,170.34,2818.0,10411.03,10373.36,10271.07,10295.62,1249.86,1243.57,1238.99,1246.82,10115.14,10262.98,10128.88,10140.07,1227.73,1236.9,1232.87,1228.18
60,CN10,16G,1,1,754.0,956.0,1935.0,3942.0,1268.0,1510.0,1446.2,1516.8,3939.13,3837.13,5575.88,5719.47,453.83,450.75,669.94,671.22,3693.21,5260.0,5406.21,3647.72,440.78,632.49,633.45,440.2
61,CN10,16G,1,2,763.0,917.0,1106.0,1950.0,1268.0,1495.0,1436.0,1505.8,5518.93,5379.98,5439.46,5425.18,580.65,578.58,579.47,579.53,4958.58,5063.63,5033.65,5055.51,538.31,539.73,541.92,539.53
62,CN10,16G,1,4,768.0,925.0,1126.0,4702.0,1179.0,1484.0,1424.4,1493.6,5251.19,5190.02,5221.54,5237.79,557.31,554.67,556.38,555.69,4874.1,4897.08,4883.24,4919.4,524.25,524.59,525.55,524.02
63,CN10,16G,1,8,763.0,930.0,1142.0,1919.0,1268.0,1498.0,1434.71,1505.2,5199.69,5181.73,5164.47,5226.96,558.66,555.82,556.35,557.39,4763.03,5022.65,5059.88,5374.83,511.23,539.9,540.4,568.75
64,CN10,16G,1,12,766.0,922.0,1178.0,2432.0,1264.0,1489.0,1430.25,1500.0,5046.27,5337.88,5408.64,5038.46,541.94,573.33,574.59,539.04,4905.18,4920.36,4917.97,4916.11,527.13,526.3,527.1,526.9
65,CN10,16G,1,24,769.0,928.0,1539.0,2012.0,1268.0,1501.0,1433.08,1503.4,5257.92,5167.33,5260.5,5242.0,559.78,557.72,558.46,556.66,5002.87,4998.92,4994.03,5015.47,534.25,534.33,533.42,533.96
66,CN10,16G,2,1,827.0,980.0,1876.0,4375.0,1259.0,1473.0,1385.13,2886.0,9324.85,9364.28,9318.5,9206.27,1071.55,1070.03,1067.06,1067.59,8953.37,8906.14,9195.05,9038.46,1057.61,1058.08,1061.43,1059.86
67,CN10,16G,2,2,828.0,931.0,1204.0,2097.0,1238.0,1454.0,1383.04,2872.8,9186.02,9103.12,9063.66,8937.78,1057.6,1055.57,1053.32,1053.25,8788.18,8776.06,8932.02,8936.66,1043.84,1044.06,1045.53,1046.0
68,CN10,16G,2,4,879.0,1025.0,1273.0,2335.0,1269.0,1464.0,1362.97,2834.4,9138.92,9124.26,9080.37,9096.06,1083.11,1081.38,1080.4,1079.12,8635.81,8639.38,8842.51,8720.48,1042.26,1042.14,1045.05,1043.59
69,CN10,16G,2,8,922.0,1149.0,1525.0,2495.0,1255.0,1400.0,1343.48,2807.2,9056.16,8996.16,9039.21,8959.83,1070.12,1067.61,1068.42,1066.46,8749.17,8490.01,8710.53,8597.35,1056.65,1006.79,1032.18,1031.38
70,CN10,16G,2,12,975.0,1257.0,2602.0,4276.0,1212.0,1386.0,1307.84,2728.0,8681.57,8687.74,8547.67,8451.52,1019.36,1016.74,1015.73,999.36,8144.31,8182.82,8216.61,8253.67,970.89,969.77,971.03,986.68
71,CN10,16G,2,24,930.0,1208.0,1693.0,2490.0,1231.0,1394.0,1336.53,2792.6,8885.38,8922.25,8817.6,8766.77,1056.1,1054.42,1053.58,1052.3,8191.05,8250.42,8277.48,8163.69,980.64,981.7,982.35,981.32
72,CN10,16G,4,1,3778.0,8291.0,14772.0,44486.0,446.0,1504.0,727.51,2957.2,10562.33,10493.35,10504.99,10487.32,1237.77,1235.34,1232.06,1234.19,10338.53,10441.14,10232.44,10347.5,1212.77,1213.39,1211.85,1213.06
73,CN10,16G,4,2,4489.0,10597.0,17393.0,29727.0,496.0,1511.0,759.33,2965.8,10189.62,9766.2,9789.15,10086.51,1197.0,1185.11,1187.12,1192.68,9984.17,9786.03,9908.83,10060.8,1187.54,1185.06,1183.17,1189.0
74,CN10,16G,4,4,4450.0,11836.0,19582.0,37172.0,496.0,1461.0,762.02,3099.2,10330.31,10142.61,10003.78,10050.31,1252.19,1219.9,1192.38,1221.04,10035.02,10029.0,10017.33,10025.14,1210.56,1210.38,1210.69,1209.89
75,CN10,16G,4,8,4024.0,12858.0,21784.0,34236.0,561.0,1436.0,781.55,3249.2,10513.71,10325.08,10391.41,10388.16,1270.59,1251.37,1257.09,1259.28,10347.11,10402.67,10321.59,10327.95,1255.12,1257.94,1252.25,1249.08
76,CN10,16G,4,12,5462.0,14379.0,24301.0,43568.0,447.0,1430.0,701.88,2860.0,9812.1,9780.09,9741.46,9837.6,1184.02,1181.05,1171.82,1190.8,9591.56,9851.94,9707.49,9814.41,1159.95,1180.55,1170.72,1172.29
77,CN10,16G,4,24,4122.0,13671.0,23672.0,41786.0,512.0,1417.0,761.39,3138.6,10261.67,10218.88,10081.85,10197.08,1238.99,1235.53,1226.41,1238.0,10087.66,10187.54,10145.98,10042.62,1226.7,1228.27,1223.69,1217.95
78,CN10,16G,8,1,11416.0,19150.0,29151.0,58091.0,200.0,1482.0,382.21,2839.8,10301.71,10404.13,10232.83,10331.51,1235.26,1232.97,1231.02,1233.96,10231.28,10336.17,10168.04,10340.34,1221.5,1219.57,1220.55,1218.62
79,CN10,16G,8,2,11142.0,19137.0,28705.0,45876.0,145.0,1451.0,387.01,2810.0,10237.92,10196.54,9999.74,10225.31,1217.13,1216.16,1212.57,1215.48,10354.34,10072.31,10093.6,10165.41,1214.64,1210.99,1211.34,1212.11
80,CN10,16G,8,4,13278.0,20631.0,31615.0,55103.0,172.0,1421.0,373.56,2878.6,10710.56,10439.34,10409.56,10577.75,1289.71,1267.39,1254.73,1284.85,10407.82,10432.41,10511.31,10529.4,1248.8,1262.27,1264.39,1262.45
81,CN10,16G,8,8,16240.0,23619.0,36334.0,55994.0,219.0,1355.0,350.35,2832.4,10222.59,10115.17,10025.38,10093.17,1234.19,1224.83,1216.34,1211.77,10048.23,10228.51,10410.8,10154.51,1213.56,1236.49,1258.79,1222.52
82,CN10,16G,8,12,15768.0,24196.0,37906.0,56780.0,200.0,1400.0,356.84,2835.8,10383.12,10329.49,10169.97,10312.87,1255.71,1251.14,1234.18,1246.9,10395.74,10394.9,10395.29,10299.08,1256.92,1257.06,1248.29,1249.17
83,CN10,16G,8,24,17616.0,25821.0,43149.0,69625.0,226.0,1421.0,346.3,2844.0,10237.17,10183.13,10203.13,10184.44,1240.82,1235.82,1241.31,1237.48,10254.48,10263.52,10295.6,10181.93,1239.14,1243.03,1249.24,1236.31
84,CN10,16G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,CN10,16G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,CN10,16G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,CN10,16G,16,8,28792.0,42380.0,59856.0,81265.0,122.0,863.0,170.93,2859.0,10811.47,10776.19,10726.28,10727.64,1305.65,1308.15,1302.84,1297.06,10744.3,10753.17,10704.28,10677.53,1298.1,1296.26,1298.24,1287.91
88,CN10,16G,16,12,32637.0,46924.0,66323.0,83362.0,100.0,1075.0,176.16,2726.0,10384.01,10507.01,10395.24,10425.06,1258.78,1261.08,1257.93,1259.36,10423.55,10519.3,10418.54,10465.18,1260.11,1261.02,1257.84,1259.8
89,CN10,16G,16,24,29928.0,45176.0,69031.0,91052.0,116.0,905.0,168.41,2815.33,10484.46,10436.17,10400.04,10412.03,1267.72,1262.62,1262.42,1264.15,10499.67,10542.26,10480.86,10445.17,1266.82,1267.63,1265.06,1266.38
90,CN10,32G,1,1,746.0,902.0,1878.0,3319.0,1295.0,1524.0,1451.91,1522.4,6308.04,6360.12,6432.05,4225.4,749.95,757.42,758.73,504.46,6255.54,4217.16,4190.75,4131.29,734.47,499.11,498.9,489.76
91,CN10,32G,1,2,766.0,877.0,1126.0,1601.0,1067.0,1497.0,1421.01,1490.4,4786.77,5702.48,6933.68,5696.3,512.58,637.24,765.18,637.52,4703.2,6893.14,6784.11,4739.33,511.05,761.06,755.68,506.21
92,CN10,32G,1,4,764.0,890.0,1103.0,1873.0,1165.0,1488.0,1427.85,1497.6,6519.6,5906.38,5329.57,5935.18,699.47,633.68,570.62,636.3,5795.6,5279.61,5806.53,6470.34,625.69,561.93,623.48,688.84
93,CN10,32G,1,8,750.0,835.0,1069.0,2123.0,1258.0,1512.0,1446.59,1516.8,5915.83,5839.02,5909.56,5841.68,632.67,630.85,630.94,630.81,5801.61,5807.18,5762.88,5790.88,621.48,620.13,620.5,619.68
94,CN10,32G,1,12,766.0,869.0,1109.0,1860.0,1278.0,1492.0,1425.35,1494.8,6162.14,5732.96,5763.66,6150.56,659.66,615.61,615.59,659.34,5837.89,5954.5,5887.76,5841.28,626.69,626.01,626.88,626.43
95,CN10,32G,1,24,758.0,848.0,1136.0,1781.0,1320.0,1508.0,1440.65,1511.0,5892.61,5920.13,5934.17,5910.5,630.47,629.29,630.41,630.39,5811.42,5871.61,5825.67,5856.77,623.71,624.17,624.3,624.66
96,CN10,32G,2,1,849.0,970.0,1868.0,5246.0,1084.0,1465.0,1352.94,2820.6,10215.6,10180.94,10078.73,9976.92,1163.15,1162.77,1162.16,1161.28,10064.21,9992.05,9982.55,10018.2,1156.35,1156.27,1156.87,1158.12
97,CN10,32G,2,2,899.0,1024.0,1391.0,4791.0,1083.0,1466.0,1349.27,2818.2,9988.32,9161.66,9905.13,10883.94,1183.52,1065.46,1181.41,1299.6,8945.91,9771.97,10630.03,9744.57,1044.27,1161.11,1277.36,1160.98
98,CN10,32G,2,4,1070.0,1398.0,2256.0,5289.0,798.0,1420.0,1282.38,2646.6,9842.11,9810.95,9222.9,9200.3,1164.78,1163.76,1060.68,1060.4,9619.07,9017.89,8957.62,9617.99,1135.98,1035.34,1035.06,1134.98
99,CN10,32G,2,8,1145.0,1774.0,2048.0,2382.0,672.0,1410.0,1262.14,2636.0,9452.68,9396.21,9261.63,9460.87,1100.75,1099.09,1073.25,1100.44,9356.09,9321.64,9388.1,9505.7,1087.84,1087.44,1088.53,1113.53
100,CN10,32G,2,12,1136.0,1614.0,1940.0,2289.0,692.0,1410.0,1271.65,2651.4,9582.41,9528.35,9586.52,9448.63,1109.54,1107.83,1126.22,1090.51,9437.92,9409.47,9420.76,9341.6,1111.64,1095.05,1094.9,1077.2
101,CN10,32G,2,24,1198.0,1778.0,2081.0,2409.0,676.0,1400.0,1256.15,2613.0,9633.39,9514.8,9525.0,9543.13,1126.14,1116.42,1108.66,1124.42,9386.36,9357.51,9294.8,9346.07,1089.5,1097.1,1096.07,1095.82
102,CN10,32G,4,1,4462.0,7668.0,18307.0,60861.0,416.0,1444.0,644.31,2611.33,12230.92,9610.0,7081.14,10927.22,1464.34,1150.22,828.68,1307.55,12136.59,10888.17,6877.86,7031.53,1453.26,1298.27,821.03,822.61
103,CN10,32G,4,2,5238.0,10115.0,23899.0,65361.0,277.0,1496.0,661.01,2373.0,11509.68,12622.41,33.81,11627.05,1411.83,1543.14,2.59,1416.22,5133.29,10021.6,7636.62,14.63,634.18,1200.56,918.08,0.56
104,CN10,32G,4,4,5984.0,11364.0,21470.0,49152.0,405.0,1324.0,655.52,2654.6,8879.66,8179.75,10875.36,10218.29,1022.19,967.34,1287.64,1191.41,10980.64,10044.63,9267.44,9778.22,1313.09,1196.9,1091.21,1109.85
105,CN10,32G,4,8,5158.0,13304.0,21680.0,36150.0,556.0,1423.0,725.38,3011.4,10799.24,10659.4,10657.28,10811.28,1298.39,1292.89,1289.14,1308.61,10677.98,10761.75,10653.96,10611.93,1273.56,1298.39,1283.2,1269.48
106,CN10,32G,4,12,5368.0,12963.0,22309.0,35678.0,506.0,1417.0,708.31,2913.4,10510.94,10533.74,10529.72,10433.89,1268.53,1276.2,1268.06,1249.83,10434.63,10451.26,10361.7,10518.66,1255.49,1257.66,1246.91,1272.65
