,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput
23,CN10,16G,8,24,12937.0,20526.0,28705.0,35704.0,319.0,1423.0,413.63,3456.0
24,CN10,32G,1,1,728.0,883.0,1878.0,5889.0,1289.0,1528.0,1468.11,1540.0
25,CN10,32G,1,2,733.0,832.0,1074.0,1378.0,1249.0,1545.0,1473.49,1545.4
26,CN10,32G,1,4,733.0,836.0,1086.0,1725.0,1229.0,1548.0,1473.37,1545.4
27,CN10,32G,1,8,730.0,813.0,1056.0,1788.0,1297.0,1547.0,1472.72,1544.4
28,CN10,32G,1,12,728.0,810.0,1044.0,1755.0,1355.0,1538.0,1477.78,1550.0
29,CN10,32G,1,24,738.0,856.0,1084.0,1745.0,1324.0,1527.0,1467.89,1539.6
30,CN10,32G,2,1,810.0,889.0,1755.0,3233.0,1096.0,1506.0,1381.14,2871.0
31,CN10,32G,2,2,851.0,925.0,1247.0,2432.0,1092.0,1504.0,1378.92,2876.8
32,CN10,32G,2,4,923.0,1158.0,1411.0,2300.0,892.0,1506.0,1372.97,2862.0
33,CN10,32G,2,8,988.0,1679.0,1951.0,2101.0,675.0,1518.0,1341.88,2776.6
34,CN10,32G,2,12,959.0,1689.0,1971.0,2138.0,658.0,1531.0,1349.66,2813.0
35,CN10,32G,2,24,1021.0,1728.0,2005.0,2171.0,682.0,1492.0,1327.55,2752.0
36,CN10,32G,4,1,2791.0,4681.0,14265.0,49895.0,618.0,1507.0,877.16,3538.67
37,CN10,32G,4,2,5117.0,8268.0,18372.0,84935.0,381.0,1449.0,676.14,2631.33
38,CN10,32G,4,4,4119.0,9339.0,19687.0,39033.0,490.0,1464.0,795.04,3130.8
39,CN10,32G,4,8,3595.0,10814.0,17590.0,23567.0,654.0,1440.0,826.47,3436.0
40,CN10,32G,4,12,3529.0,10866.0,17446.0,22413.0,657.0,1434.0,828.35,3454.2
41,CN10,32G,4,24,3287.0,10342.0,17157.0,23410.0,642.0,1426.0,845.22,3506.2
42,CN10,32G,8,1,8438.0,14353.0,23987.0,85131.0,231.0,1524.0,468.74,3422.5
43,CN10,32G,8,2,8029.0,12780.0,34866.0,84411.0,136.0,1131.0,386.73,3008.0
44,CN10,32G,8,4,12059.0,20317.0,58720.0,208667.0,173.0,670.0,310.44,2590.0
45,CN10,32G,8,8,13251.0,20631.0,28652.0,35914.0,308.0,1363.0,404.37,3380.4
46,CN10,32G,8,12,13382.0,20893.0,28862.0,36543.0,304.0,1434.0,395.43,3307.8
47,CN10,32G,8,24,13225.0,20736.0,28600.0,35914.0,312.0,1428.0,399.03,3337.0
48,CN10,64G,1,1,850.0,984.0,2004.0,5888.0,1080.0,1523.0,1411.86,1480.8
49,CN10,64G,1,2,786.0,1041.0,1254.0,1431.0,963.0,1537.0,1435.73,1505.2
50,CN10,64G,1,4,910.0,1401.0,1555.0,1789.0,758.0,1544.0,1415.04,1484.2
51,CN10,64G,1,8,825.0,1126.0,1499.0,1868.0,799.0,1566.0,1436.27,1506.0
52,CN10,64G,1,12,855.0,1094.0,1473.0,1878.0,772.0,1549.0,1429.78,1499.8
53,CN10,64G,1,24,846.0,1304.0,1460.0,1889.0,803.0,1544.0,1423.02,1492.2
54,CN10,64G,2,1,985.0,1710.0,4494.0,10822.0,984.0,1480.0,1279.45,2531.0
55,CN10,64G,2,2,2214.0,3986.0,6361.0,95421.0,718.0,1445.0,1044.58,2169.5
56,CN10,64G,2,4,1270.0,1549.0,3898.0,6193.0,744.0,1463.0,1210.51,2516.6
57,CN10,64G,2,8,1237.0,1712.0,1991.0,2158.0,648.0,1493.0,1272.88,2631.2
58,CN10,64G,2,12,1309.0,1758.0,2023.0,2199.0,671.0,1536.0,1267.31,2618.2
59,CN10,64G,2,24,1300.0,1778.0,2043.0,2199.0,645.0,1527.0,1257.79,2598.0
60,CN10,64G,4,1,2900.0,4948.0,13173.0,50332.0,450.0,1508.0,864.14,3585.0
61,CN10,64G,4,2,5235.0,9094.0,20579.0,87688.0,285.0,1375.0,649.67,2599.5
62,CN10,64G,4,4,6508.0,11069.0,23042.0,110520.0,333.0,1244.0,605.14,2524.0
63,CN10,64G,4,8,3991.0,10971.0,17485.0,23410.0,647.0,1442.0,804.13,3358.6
64,CN10,64G,4,12,4021.0,10919.0,17852.0,23410.0,631.0,1432.0,799.61,3335.6
65,CN10,64G,4,24,3850.0,10840.0,17485.0,22885.0,648.0,1445.0,807.48,3354.4
66,CN10,128G,1,1,844.0,978.0,1790.0,5616.0,1051.0,1531.0,1394.4,1462.25
67,CN10,128G,1,2,822.0,946.0,1417.0,2764.0,971.0,1551.0,1405.48,1473.2
68,CN10,128G,1,4,931.0,1029.0,1460.0,1742.0,811.0,1541.0,1404.24,1473.0
69,CN10,128G,1,8,873.0,1176.0,1630.0,1894.0,708.0,1550.0,1398.37,1466.6
70,CN10,128G,1,12,922.0,1176.0,1515.0,1724.0,787.0,1554.0,1391.9,1459.8
71,CN10,128G,1,24,887.0,1099.0,1473.0,1719.0,780.0,1560.0,1399.9,1468.2
72,CN10,128G,2,1,1587.0,2905.0,20888.0,132059.0,620.0,1491.0,1090.33,2239.75
73,CN10,128G,2,2,1217.0,2249.0,6298.0,19857.0,673.0,1457.0,1138.79,2344.0
74,CN10,128G,2,4,1447.0,1804.0,5964.0,15709.0,736.0,1402.0,1122.82,2343.2
75,CN10,128G,2,8,1352.0,1774.0,2046.0,2219.0,627.0,1523.0,1218.77,2536.2
76,CN10,128G,2,12,1362.0,1765.0,2027.0,2199.0,650.0,1529.0,1230.39,2559.4
77,CN10,128G,2,24,1401.0,1807.0,2055.0,2212.0,616.0,1515.0,1215.03,2534.8
